state S1 S2 S3
1 3 0.0366155679444192 0.287714657368024 0.675669774687556
2 3 0.00171229987085001 0.0655402391191828 0.932747461009967
3 2 0.00498559702785589 0.488761083813577 0.506253319158567
4 2 0.0129194267356643 0.541310744157508 0.445769829106828
5 2 0.0053527985030401 0.24489187354468 0.74975532795228
6 2 0.00917166924120439 0.361315684889674 0.629512645869121
7 2 0.21334065369334 0.786204622345734 0.000454723960926317
8 2 0.409298386555287 0.590689679912967 1.19335317455353e-05
9 2 0.0712350850792971 0.687358513654172 0.241406401266531
10 2 0.0101250961230451 0.471955780665728 0.517919123211227
11 2 0.0140814209984448 0.571048763734846 0.414869815266709
12 2 0.0144920911003896 0.612589643235615 0.372918265663995
13 2 0.0243078607216679 0.828138232639214 0.147553906639118
14 2 0.0308103165916692 0.938085586381219 0.0311040970271122
15 2 0.0204629901926946 0.875827047932085 0.103709961875221
16 2 0.0151566945589203 0.708610530066522 0.276232775374558
17 2 0.0249982201445986 0.867779094013089 0.107222685842313
18 2 0.0504879220852566 0.945275219227117 0.00423685868762628
19 2 0.0174923687567823 0.807094496836333 0.175413134406884
20 2 0.0129163639603033 0.384644914150167 0.60243872188953
21 1 0.844092840043295 0.155907109992009 4.99646956111678e-08
22 2 0.38534303852166 0.607453696163817 0.00720326531452315
23 2 0.0950421510493397 0.841861045345308 0.0630968036053529
24 3 0.014109881455278 0.5690768721461 0.416813246398621
25 3 0.0087106015240435 0.406517038109453 0.584772360366503
26 3 0.0042154794569413 0.197601604346838 0.798182916196221
27 3 0.00101970600695572 0.0374483769577205 0.961531917035324
28 3 0.000326183528473955 0.0287307951276392 0.970943021343887
29 3 0.000472325087170688 0.0860831645422014 0.913444510370628
30 3 0.000526383858526104 0.0552319865447969 0.944241629596677
31 3 0.000519215948356309 0.0898452287104991 0.909635555341145
32 3 0.000786757328404186 0.0807849269242579 0.918428315747338
33 3 0.000366108319509265 0.0344286771073619 0.965205214573129
34 3 0.000248767270288309 0.0292147740901942 0.970536458639517
35 2 0.00928335824384929 0.785664629700484 0.205052012055667
36 2 0.0291384200022037 0.91948716770504 0.0513744122927568
37 2 0.0243746603258051 0.920039442590023 0.0555858970841722
38 2 0.0199741966749112 0.867275685490597 0.112750117834491
39 2 0.132890034363023 0.866934816270793 0.000175149366184035
40 2 0.0279865126362072 0.928508941087697 0.0435045462760961
41 2 0.0651298586367718 0.933055917861818 0.00181422350141
42 2 0.0370428239022868 0.950651311191903 0.0123058649058103
43 2 0.0382953726297946 0.950754893823825 0.0109497335463802
44 2 0.10256982372569 0.897019229007979 0.000410947266330697
45 2 0.0404550631577992 0.950502500537272 0.00904243630492855
46 2 0.0207030135848658 0.499332665286997 0.479964321128137
47 2 0.0638069240336105 0.922638483460272 0.0135545925061174
48 2 0.0142221253193048 0.558386623823694 0.427391250857002
49 2 0.00650408591870569 0.304179714253678 0.689316199827616
50 2 0.133204438862569 0.863822623123175 0.00297293801425615
51 2 0.112996186728467 0.886629866077911 0.000373947193622874
52 3 0.0144947007819446 0.663281479946618 0.322223819271437
53 3 0.0078549826906708 0.361001707056652 0.631143310252678
54 3 0.00245386340562796 0.105593610493136 0.891952526101236
55 3 0.00104958605708751 0.0897399856996858 0.909210428243227
56 3 0.000408967473359558 0.0324439196388493 0.967147112887791
57 3 0.000409883283530946 0.0747094989938925 0.924880617722577
58 3 0.000361698345663828 0.0408899318672055 0.958748369787131
59 3 0.0019330190454776 0.290946078689915 0.707120902264607
60 3 0.00169795283598003 0.0562654083684082 0.942036638795612
61 2 0.0104350950131278 0.799479193898379 0.190085711088493
62 2 0.0208198945732711 0.845293852596295 0.133886252830434
63 2 0.0138710748379016 0.477719886192913 0.508409038969186
64 2 0.0340672506021605 0.874022727395126 0.0919100220027131
65 2 0.0270371275660139 0.93483918705822 0.0381236853757664
66 2 0.0157665543119169 0.740588192970299 0.243645252717784
67 2 0.118090013326935 0.8812602899419 0.000649696731165593
68 2 0.0407408988424851 0.950435072877999 0.00882402827951565
69 2 0.131253824959788 0.868563661022452 0.000182514017759891
70 2 0.0717015432119568 0.926720871901725 0.00157758488631867
71 2 0.0254879965559633 0.9272526824266 0.047259321017437
72 2 0.0142546309626026 0.556059045819318 0.429686323218079
73 2 0.00956346432234785 0.440263814187767 0.550172721489885
74 2 0.015893644486948 0.608473959796554 0.375632395716498
75 2 0.0217928579072302 0.790561794905425 0.187645347187344
76 2 0.0109263571948529 0.483107288958058 0.50596635384709
77 2 0.0058415732920219 0.274393745164953 0.719764681543025
78 2 0.0163568095578788 0.556966469118154 0.426676721323967
79 2 0.0115492902983351 0.514833379081942 0.473617330619723
80 2 0.00421837562603062 0.180496921625063 0.815284702748907
81 2 0.019698598212423 0.573623564831984 0.406677836955593
82 2 0.0357588268575045 0.904101148475225 0.0601400246672702
83 2 0.135115392992383 0.864718879423499 0.000165727584117519
84 2 0.152384477538685 0.847473123373636 0.000142399087679176
85 2 0.0255280039672198 0.868992549184309 0.105479446848471
86 1 0.363992888738447 0.636003083183145 4.02807840809319e-06
87 1 0.601275127444571 0.398717445801452 7.42675397603225e-06
88 1 0.945815790456475 0.0541841846193336 2.49241916528519e-08
89 1 0.786996357080069 0.212998738642026 4.90427790518555e-06
90 1 0.93303135261746 0.0669684763974223 1.70985117931075e-07
91 2 0.487065715362784 0.512313262054169 0.00062102258304692
92 2 0.120207599090272 0.780080697310075 0.0997117035996526
93 2 0.0166919682250101 0.72388924761799 0.259418784157
94 2 0.404286247445401 0.595707030293179 6.72226142021378e-06
95 2 0.579937767176373 0.420046883907986 1.53489156410498e-05
96 2 0.283440692705525 0.709041707565173 0.00751759972930218
97 2 0.0701844071477508 0.888962595799721 0.0408529970525278
98 3 0.0164461781345684 0.770144932370906 0.213408889494526
99 3 0.0124767255079484 0.586067781534856 0.401455492957196
100 3 0.00544768966626886 0.23715173469614 0.757400575637591
101 3 0.00128363587613446 0.0451804273550282 0.953535936768837
102 3 0.000234131485601336 0.0359111232341075 0.963854745280291
103 3 0.000238781604679872 0.0377397439182844 0.962021474477036
104 1 0.966435519160563 0.0335644808086662 3.07709310693191e-11
105 1 0.997233920411314 0.00276607958781568 8.70366498678166e-13
106 1 0.999999875855037 1.24144962504946e-07 1.27759943220267e-26
107 1 0.999955444387344 4.4555612656256e-05 1.36141218679226e-18
108 1 0.999876456439817 0.000123543560183279 3.54959227774016e-17
109 2 0.471735832980945 0.527481700623882 0.000782466395173308
110 2 0.0935825899408917 0.699438881730667 0.206978528328442
111 2 0.0218279886610112 0.846444323446957 0.131727687892032
112 2 0.0151248649284713 0.710460476755995 0.274414658315533
113 2 0.0743862656683444 0.92218546170398 0.0034282726276761
114 2 0.0382799640060839 0.950754856629217 0.0109651793646992
115 2 0.0249201284019717 0.923785452285677 0.0512944193123517
116 2 0.0141066367307764 0.620373778625233 0.365519584643991
117 2 0.034482312351545 0.907621025676564 0.0578966619718906
118 2 0.0216261774172539 0.892954158924513 0.0854196636582331
119 3 0.0157499546983801 0.739796208254221 0.244453837047399
120 3 0.00873229219294857 0.317691376446745 0.673576331360306
121 3 0.00790524027063652 0.338655288933623 0.65343947079574
122 3 0.00278085006733949 0.128189228547965 0.869029921384696
123 2 0.162857879794133 0.836013880701205 0.00112823950466209
124 2 0.0218696471561841 0.509431808434724 0.468698544409092
125 2 0.0135038056471371 0.566922491416562 0.419573702936301
126 2 0.0104156093046961 0.475004621458813 0.514579769236491
127 2 0.0852625069616937 0.90866016219944 0.00607733083886674
128 2 0.47518649884968 0.524812448465669 1.05268465109394e-06
129 2 0.298271796995625 0.700186987104773 0.00154121589960285
130 3 0.0479212002819922 0.492378425942687 0.45970037377532
131 3 0.00390659060306961 0.148527788323848 0.847565621073082
132 2 0.0112010129700951 0.454365236685092 0.534433750344813
133 2 0.0194463252716053 0.692383317505581 0.288170357222814
134 2 0.0876526865397293 0.910178292902818 0.00216902055745275
135 1 0.440745996185539 0.559252418965537 1.58484892411497e-06
136 1 0.460683235475697 0.539210035607703 0.000106728916599843
137 1 0.999967132173918 3.28678260820826e-05 1.94690179854105e-19
138 2 0.648198735974717 0.351744896113372 5.63679119109167e-05
139 2 0.415263453024765 0.582376628596191 0.00235991837904395
140 2 0.0734327359999587 0.688780208114564 0.237787055885478
141 2 0.0609991815564471 0.933150901030982 0.00584991741257097
142 2 0.0153245837705633 0.71807317560459 0.266602240624847
143 2 0.00849764920486243 0.375650277015156 0.615852073779982
144 2 0.0110081400417437 0.453374969664088 0.535616890294168
145 2 0.325015689795394 0.674924462408627 5.98477959793068e-05
146 2 0.0605946279438847 0.805039674951846 0.134365697104269
147 1 0.981642375023908 0.0183576249728995 3.19240357768451e-12
148 2 0.327383811000017 0.662888965706665 0.00972722329331756
149 2 0.661492108677197 0.338505663091229 2.22823157384965e-06
150 2 0.16608688208058 0.546857015845618 0.287056102073802
151 2 0.276019889821358 0.723595945364549 0.000384164814093553
152 2 0.110705445624515 0.883202232499299 0.0060923218761866
153 2 0.196015507578152 0.803938139767477 4.63526543710287e-05
154 3 0.0246587937727799 0.661464719988465 0.313876486238755
155 3 0.0079757297858627 0.366598130128119 0.625426140086018
156 3 0.00398202644584817 0.187037323611552 0.8089806499426
157 3 0.00340964106237562 0.153107699063643 0.843482659873982
158 3 0.000969106843599839 0.0523167374049306 0.94671415575147
159 3 0.000237456123330218 0.0301806940713401 0.96958184980533
160 3 0.00134391955604258 0.217681128600887 0.780974951843071
161 3 0.00132279479796963 0.0366513759374132 0.962025829264617
162 3 0.000336107260019566 0.0604719938614095 0.939191898878571
163 3 0.000310993796757379 0.0459090430739441 0.953779963129298
164 2 0.00666711689682664 0.672244332998822 0.321088550104351
165 2 0.0265851311365462 0.870284677440185 0.103130191423268
166 2 0.0141261247608011 0.623589769980388 0.362284105258811
167 2 0.0136491097725576 0.601483749146087 0.384867141081356
168 2 0.0238026594493952 0.817638812463242 0.158558528087363
169 1 0.792922096749484 0.207077884604095 1.86464217548949e-08
170 2 0.66033862742033 0.3395060822739 0.000155290305770317
171 2 0.199885522570239 0.669113126548249 0.131001350881513
172 2 0.02435447633415 0.450789134232757 0.524856389433093
173 2 0.00977370089651325 0.43132147871809 0.558904820385397
174 2 0.485843939394706 0.514146875766841 9.18483845326109e-06
175 2 0.0953320772928496 0.674880808689028 0.229787114018122
176 2 0.0693606407879039 0.926839919535415 0.00379943967668078
177 2 0.0604335360410568 0.937243297020498 0.00232316693844557
178 2 0.0335465867801606 0.948965102544875 0.0174883106749643
179 2 0.0482333321476531 0.946821741205464 0.00494492664688256
180 2 0.0754559451012088 0.923424725370996 0.00111932952779545
181 2 0.307887440373191 0.692104233679684 8.32594712551486e-06
182 2 0.0511735841942036 0.762538782930728 0.186287632875068
183 2 0.0376189692749086 0.94155457900893 0.0208264517161617
184 3 0.0154158729215555 0.722987506505079 0.261596620573365
185 3 0.00924473350080144 0.423116655116274 0.567638611382924
186 3 0.0036557315115948 0.167431786925953 0.828912481562452
187 3 0.000838023444163865 0.0319917971366881 0.967170179419148
188 3 0.000230870428747211 0.0319763718788981 0.967792757692355
189 3 0.000231251725938293 0.0342753183891557 0.965493429884906
