Gen	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	t_n16	t_n17	mu	sigma2	lnL
13810000	153.2577429	98.7867604	89.4870828	87.5309635	60.2801113	25.8707871	14.8738025	8.0422305	0.0085206	0.0104427	-8.512
13815000	158.1521368	97.8362494	82.2591122	79.7941712	61.8047629	24.4069991	9.7311395	4.8874694	0.0095429	0.0196275	-8.839
13820000	162.8383607	100.1888590	89.4231513	87.0169516	63.8315219	22.2511465	9.1510203	4.7418658	0.0059962	0.0093755	-9.677
13825000	164.4912157	97.3377899	87.9598591	85.2013343	63.8959254	24.8099847	8.2017174	4.3723110	0.0084104	0.0095576	-5.529
13830000	154.5743028	92.2553299	83.3305500	80.0347133	57.9807432	24.0570856	13.7350790	7.7741507	0.0069756	0.0142311	-6.402
13835000	162.1051950	91.0904560	84.3164269	82.3300107	64.3176630	23.2517090	11.8868288	7.6502290	0.0207459	0.0140801	-6.142
13840000	152.4539578	92.1257565	84.7931268	79.9309283	65.2938272	23.4923939	10.6794785	6.8124338	0.0209059	0.0329806	-11.941
13845000	152.4444607	94.3687130	85.8181628	83.4714397	65.5358685	22.1363081	10.6953390	5.3312849	0.0101652	0.0074050	-4.069
13850000	158.3034381	92.8536307	78.0639274	75.2638074	60.0447386	24.2282681	9.0376079	4.4080545	0.0032806	0.0066357	-6.951
13855000	166.7514948	91.2758511	83.0478527	80.8707745	64.7126348	25.7017364	11.1592632	5.3330900	0.0049177	0.0040564	-3.554
13860000	155.0141575	93.6807005	86.7893708	84.4706880	65.5437851	24.1666674	9.1284366	4.1264442	0.0082871	0.0087307	-3.102
13865000	161.7826822	100.3545296	90.2119256	87.5205837	62.3272428	22.8037606	9.1837313	4.6662700	0.0036058	0.0061831	-6.509
13870000	161.8585068	101.8879385	91.5192119	89.0030520	59.4163154	21.5551031	10.3051179	5.2194506	0.0110599	0.0169657	-3.660
13875000	155.5956680	92.7906822	88.7928062	87.5729487	62.8208550	25.3150960	11.7405574	5.1161419	0.0070288	0.0253087	-7.728
13880000	150.0082291	98.2922418	91.1565012	89.2873528	65.2090002	24.1096825	12.3942967	6.4088806	0.0152876	0.0146591	-3.031
13885000	158.0675794	93.6264517	87.9111175	85.4509737	62.4492087	24.0261953	8.2975730	5.7642605	0.0255011	0.0406015	-13.113
13890000	158.2420995	95.4121490	84.9670539	82.9589743	63.6844109	23.0364066	9.9422538	4.5779843	0.0054180	0.0035302	-5.399
13895000	162.4866620	94.1132486	87.2643954	85.4980876	63.6914295	23.8797840	10.3371643	5.7919514	0.0101468	0.0087456	-9.371
13900000	159.8922428	100.8063894	84.0853488	81.4747057	65.8165362	25.1808931	10.3715238	5.6101809	0.0209254	0.0301754	-10.910
13905000	157.2975526	92.1039604	81.3080845	78.8242212	65.8097732	23.5442165	13.2284314	7.4207934	0.0077016	0.0165745	-6.342
13910000	158.6264889	91.7903639	81.3155769	79.2941850	60.4359887	26.4132293	14.0434161	7.0163693	0.0045249	0.0050168	-7.842
13915000	160.9924165	92.1078022	83.1761459	81.4289680	65.1687606	24.1590687	13.0399708	7.4593906	0.0040808	0.0053476	-8.726
13920000	151.7108208	94.5312469	84.0001126	81.4710050	63.8345650	27.7328379	9.8259348	5.2493652	0.0031621	0.0056249	-10.836
13925000	158.5734118	91.6892249	82.9074105	80.8861178	65.9657569	23.0191420	10.7121981	5.2432936	0.0113758	0.0070131	-7.547
13930000	166.8665146	98.7394916	87.7796246	84.9070041	65.3913564	25.5101386	10.8392530	5.6426024	0.0018548	0.0037972	-6.052
13935000	149.7165928	94.3947216	82.8643990	80.1236909	60.5886455	21.8679929	10.6013625	5.1808460	0.0024590	0.0054280	-6.961
13940000	153.9389683	98.1355110	84.4229017	81.3911370	62.3595647	21.7226946	9.3732334	5.3568942	0.0018691	0.0041035	-7.439
13945000	167.2737714	98.5595771	85.7081826	83.1762434	63.5193526	23.3280567	9.6287361	4.8734137	0.0047751	0.0072112	-7.230
13950000	150.6405216	94.5476072	84.0217231	82.2589646	65.8958054	25.0604594	11.5795111	6.1454476	0.0105680	0.0118525	-10.105
13955000	159.7148633	94.9447661	86.4434708	84.0496483	58.6889984	23.2769119	10.5368430	5.9645620	0.0066752	0.0064935	-8.394
13960000	164.7754134	96.0283746	84.6611285	81.1877351	59.6458428	22.2134360	11.2230073	6.1367751	0.0044023	0.0052652	-6.133
13965000	164.2906813	98.4324445	87.5614581	85.3170995	64.2026623	25.0982570	10.6489915	5.2196740	0.0032646	0.0036751	-5.820
13970000	155.8208353	90.6277692	77.4160344	74.6155370	62.7145440	28.6930774	8.8197119	4.5483147	0.0139608	0.0133142	-10.458
13975000	162.7475989	94.9092710	85.3267001	82.9439268	64.7038216	23.3558254	11.5657224	6.5402272	0.0072590	0.0116276	-5.508
13980000	161.5115393	91.7371079	80.9416925	78.3888378	62.2047811	25.8279644	13.3803335	6.8306524	0.0117075	0.0097014	-6.885
13985000	161.8636714	97.1706076	83.9218399	79.9508607	63.1540106	29.3144661	12.5956168	7.1589716	0.0099674	0.0142453	-8.869
13990000	157.1627827	95.1952608	84.4940663	82.1588032	61.7370727	23.7598498	12.3513857	6.2478493	0.0096635	0.0120496	-6.351
13995000	156.8775358	100.8536361	88.3664052	86.5216728	58.9209708	22.4193360	11.5579223	6.6213344	0.0074972	0.0099675	-4.287
14000000	157.3892900	99.7998245	87.2592649	85.2965556	65.9239651	23.1831438	10.7842954	5.0032135	0.0029831	0.0079778	-7.767
14005000	166.5378800	96.6979899	83.0310890	80.5337488	59.4889556	22.1662436	8.6663535	4.6810207	0.0029193	0.0042420	-2.897
14010000	153.2314721	95.3071603	81.6192016	79.3820803	62.9576645	23.9355653	8.2849530	4.1029468	0.0040478	0.0036047	-7.572
14015000	154.0751243	92.3285936	81.1220643	78.7255481	59.2358758	21.7181460	9.7083761	4.9656673	0.0047091	0.0042866	-5.141
14020000	151.0320752	99.5196986	87.9743207	85.0653450	65.3431011	22.8267779	9.7907635	5.3975036	0.0081745	0.0076013	-7.337
14025000	158.1383372	91.7311101	84.5104935	82.3594107	65.1565980	27.7335892	14.7267905	7.2097875	0.0071837	0.0124667	-12.483
14030000	161.5873575	90.7829583	80.0609716	77.6906609	60.9110306	27.1724966	13.6998452	7.5324082	0.0071760	0.0142010	-6.232
14035000	164.5523923	99.1210085	79.7845942	75.6941966	61.2348338	28.8306000	13.9183380	7.0125114	0.0222258	0.0210026	-4.145
14040000	158.3909757	95.1532932	80.3659821	77.7315692	61.7185824	28.6114489	14.3299342	7.3137902	0.0015824	0.0104494	-6.647
14045000	166.7044691	90.2774306	82.5501150	80.8541152	64.7739975	27.3401132	15.4083019	8.3416364	0.0095460	0.0115447	-5.746
14050000	163.1469727	92.2739676	80.0504169	77.4520492	61.4889688	25.0659550	11.2586244	6.4523679	0.0062579	0.0056631	-9.068
14055000	154.1877136	91.5796758	80.0290828	77.0305153	62.3981670	26.9075154	12.4010389	7.0924659	0.0107287	0.0147345	-5.701
14060000	150.9754558	93.9574824	84.8574743	82.7426546	60.0857084	26.2000270	12.5265093	7.7001056	0.0059320	0.0081346	-5.236
14065000	161.9025532	100.0025242	89.7107602	86.4413659	62.6139377	29.3777235	13.6577615	7.3227578	0.0110452	0.0120495	-6.700
14070000	157.6555978	98.6728364	87.0552647	84.0960528	65.6576747	26.8052978	12.5857705	7.1937149	0.0029105	0.0102625	-9.143
14075000	164.8613289	95.5892780	87.6387277	85.9751983	65.7903966	26.8719421	11.0272630	5.9902751	0.0077682	0.0071115	-2.690
14080000	160.3353981	95.9476866	85.7892537	83.7034806	65.7290901	22.6020686	10.8108053	6.5416202	0.0093791	0.0072212	-6.934
14085000	163.2848374	92.4039877	82.7894433	80.2597248	60.1625094	26.3227711	10.3075637	4.9229951	0.0052831	0.0088509	-3.783
14090000	167.6813358	92.1279866	82.5999971	80.5751584	65.2769926	25.1529841	11.4157930	5.2129335	0.0127204	0.0099325	-6.260
14095000	162.3764709	94.6553887	85.8873028	83.5544217	63.9112771	28.5625747	10.5221254	4.5568536	0.0101322	0.0086432	-3.760
14100000	164.2181508	94.7535054	86.3020414	84.1010603	63.1819614	23.5278205	9.1186157	4.8065367	0.0079868	0.0074596	-6.429
14105000	163.4028044	99.4518488	88.3344593	85.5723002	64.7141883	22.5155656	8.5588299	4.1346770	0.0125992	0.0083258	-3.793
14110000	165.5866937	98.3999089	88.2581168	85.7237779	64.1209173	21.4198259	7.9869139	3.9724795	0.0083084	0.0057227	-7.154
14115000	167.7502008	92.0269991	78.3241125	75.2310504	60.6549449	23.1668655	7.9235612	3.9992635	0.0073144	0.0133722	-7.250
14120000	164.4531943	91.1755994	80.1807672	77.3139297	62.7680432	21.0406864	7.5965267	3.8810133	0.0054433	0.0105604	-10.345
14125000	167.6563945	93.7592455	85.9900710	83.4916279	65.1046127	21.7000191	7.9276030	3.8467482	0.0205980	0.0174781	-6.348
14130000	150.3850054	98.4161729	84.1285242	81.9472795	65.9106969	21.5959584	8.1313726	2.9823958	0.0091388	0.0286374	-10.631
14135000	161.3430771	92.9766265	84.6368831	82.9723273	63.2039953	22.2703220	8.9668464	4.1175564	0.0124570	0.0052698	-5.973
14140000	166.3693076	95.6903735	84.3022482	81.6933881	62.6882624	22.6573835	10.0522606	5.3230680	0.0091148	0.0063441	-9.398
14145000	165.8041833	96.1099243	82.9001423	80.6562479	59.1502162	21.2381793	10.2665926	5.3464731	0.0062460	0.0076260	-6.642
14150000	163.0723807	95.0851321	83.4179405	80.5226003	61.7497352	21.4884292	8.6022553	4.6807448	0.0056730	0.0051487	-11.235
14155000	167.1383503	100.5680653	88.5622669	86.5450889	65.0825614	23.1215767	9.9472351	5.7586855	0.0037839	0.0085148	-10.383
14160000	164.4218552	96.6472824	85.8900505	83.0866432	62.9563652	23.9290510	8.3852024	3.4654181	0.0038127	0.0048931	-3.611
14165000	162.0473144	95.1149153	85.0370438	82.8626014	64.7859004	22.1083138	9.0948370	4.5111534	0.0050981	0.0030562	-6.863
14170000	163.2274873	98.7721788	89.9865442	88.0271224	62.7103601	23.5350997	10.5678705	6.1565911	0.0186589	0.0151654	-5.699
14175000	166.6511800	97.6669007	85.7746217	82.7685281	62.5411576	22.0388802	9.0223310	4.5635483	0.0035341	0.0037540	-8.130
14180000	159.8629228	101.4980426	91.4536576	87.8881125	64.3467778	22.2756436	10.0430773	5.1772652	0.0036946	0.0049528	-3.365
14185000	150.8386721	101.5977509	84.1366990	81.1851329	62.2763936	23.4817977	7.7894380	4.1574888	0.0046211	0.0047444	-6.731
14190000	162.4159419	92.4420910	79.8248498	77.3224520	62.5119738	23.4381686	8.8222252	4.4406295	0.0025768	0.0051588	-8.749
14195000	163.8942906	99.3970033	86.7973756	84.1601899	63.2474631	23.8564754	9.9131245	5.1082406	0.0031549	0.0025511	-4.171
14200000	162.7424087	101.6641750	89.6092278	87.0192133	64.0725617	23.4222058	9.0733639	4.7373403	0.0040942	0.0037497	-7.111
14205000	157.2632660	96.6233935	79.3039067	77.1416977	62.7957609	22.2400148	9.4673885	4.7647761	0.0036353	0.0118464	-6.192
14210000	157.0810643	98.3665761	85.4394285	82.1644680	61.4975180	22.3266807	9.0023352	4.5153842	0.0050085	0.0064534	-3.663
14215000	153.6035553	95.5800946	84.5034049	82.3262710	62.1010174	24.9762995	10.7176983	5.7207938	0.0037056	0.0070739	-13.089
14220000	160.6522704	91.1029376	80.7454302	78.5214274	62.7130585	23.3026623	10.1683667	5.4479988	0.0044103	0.0032585	-5.083
14225000	163.1660325	91.3084896	81.9142073	79.6864306	59.6917649	22.3135968	10.2119373	5.2867378	0.0047801	0.0039128	-7.298
14230000	152.0189676	92.3472519	81.4524121	78.9820248	62.1549240	22.0015347	9.7128840	5.4349096	0.0081568	0.0080381	-6.113
14235000	162.7869784	92.2773093	80.0085683	76.8824495	62.5190320	21.7276955	10.8296044	5.8809294	0.0051136	0.0052686	-8.811
14240000	162.8586623	96.8560750	85.9352300	84.0052666	64.6258995	21.5174384	8.9045760	4.3425752	0.0041023	0.0067096	-5.596
14245000	157.9178999	94.8780882	85.9576839	83.8287962	65.2882429	24.4360948	9.4532307	5.2420124	0.0075488	0.0044308	-9.300
14250000	151.5740090	95.0089742	84.7225259	82.3231903	63.7627102	23.0933752	10.3183493	5.5399274	0.0074375	0.0037875	-7.214
14255000	159.3576234	94.2706247	85.6715031	83.7261538	64.4824734	21.1441570	10.2183891	5.5882530	0.0064474	0.0078702	-5.336
14260000	166.1212423	92.5897035	83.9097107	82.3143372	64.7486670	21.9027679	9.5449103	4.7092745	0.0086349	0.0113901	-7.967
14265000	149.7879261	91.7215692	81.9094821	79.4640668	63.4745213	27.8066740	11.0074423	6.2658828	0.0050145	0.0039571	-9.665
14270000	154.4634912	95.5388769	81.7713836	79.0073386	58.7864000	21.3136823	10.2290098	5.5380864	0.0037181	0.0040387	-9.187
14275000	159.5492533	97.6307883	85.3662314	82.7265107	64.8367974	22.0272309	10.1448864	5.5278193	0.0033041	0.0037853	-8.116
14280000	161.9164820	100.5327484	84.9262680	82.4169232	58.8556757	21.9112851	8.8433667	4.7585361	0.0039259	0.0037573	-8.503
14285000	152.0607732	98.0509477	89.4468024	86.9787523	58.8638751	22.0849240	8.2050166	4.3234184	0.0056049	0.0061755	-7.797
14290000	157.4199160	101.0984807	88.5832123	85.6362255	61.6034731	22.4692510	9.3689771	5.3136183	0.0095187	0.0184416	-14.676
14295000	160.5970246	101.5595045	82.9920894	79.9956493	59.9667337	22.6081455	10.5601246	5.7230044	0.0031790	0.0066469	-6.166
14300000	157.1976817	96.9819133	85.7858045	83.0319379	61.8876158	22.5324260	9.0713204	4.5906639	0.0054911	0.0063648	-6.879
14305000	161.1308297	96.4074768	81.2178357	78.1373042	60.0335750	24.9850181	12.9724730	6.4710672	0.0021598	0.0040635	-10.247
14310000	162.7340789	95.7927549	78.3991558	75.3898386	58.6427322	23.2522555	11.3143187	5.6961424	0.0065370	0.0056316	-5.950
14315000	166.0254586	95.0077586	82.1228862	79.2931012	60.2055704	21.6161455	10.4736356	5.6073136	0.0037055	0.0060816	-7.002
14320000	160.6271452	90.7977101	79.9731082	77.3187681	59.3050287	23.0129121	10.9400066	5.9643214	0.0074889	0.0046880	-10.041
14325000	159.6201647	95.0046057	85.0440491	82.5648673	65.4334154	24.7160023	10.2832327	5.2241130	0.0035056	0.0041733	-8.106
14330000	163.8739985	95.5828604	83.0655141	79.5349389	62.8869889	21.9892482	10.2852561	5.6228058	0.0024846	0.0082426	-9.873
14335000	164.1057587	101.9181309	86.5714812	83.3285130	63.8731551	23.4937713	10.0263843	4.9300058	0.0050508	0.0063205	-4.203
14340000	162.5005842	99.0360535	83.3138073	80.6873987	65.0953591	29.1253052	11.0495399	4.9766967	0.0067532	0.0174555	-7.096
14345000	154.5892423	93.0741582	85.2774614	83.0683051	65.0925791	22.9339465	9.8987243	5.5277950	0.0024331	0.0065021	-8.765
14350000	159.7651751	100.1553653	86.3372796	83.2206180	60.8546885	21.3670453	8.2139150	4.3155177	0.0046686	0.0055128	-4.453
14355000	155.5288342	102.0199424	88.4846790	83.6004528	65.8924959	22.6965489	11.7087835	5.7809400	0.0031390	0.0120738	-9.899
14360000	158.6893879	99.4588118	86.7803141	83.7635172	60.8785893	24.4627169	9.1312113	4.8030128	0.0043548	0.0055950	-16.312
14365000	156.6657905	98.6351157	87.1975033	84.8564537	66.3667792	21.3038179	9.7971161	5.2214260	0.0056237	0.0048989	-9.891
14370000	163.7708240	95.6780481	82.0380453	79.6603086	62.1445594	21.4718653	9.9900174	5.1667791	0.0040685	0.0025605	-10.631
14375000	154.5680600	96.8690510	82.5988808	77.8960743	58.4679108	21.7769294	7.3949843	3.9993227	0.0022752	0.0106742	-9.500
14380000	155.3306484	102.5573034	88.4419355	85.5212914	62.1977047	29.0787322	11.3666478	6.3636399	0.0078402	0.0096362	-4.864
14385000	154.7126012	95.8755257	82.1421702	79.2333701	61.4940144	24.4947076	10.6501718	5.7849373	0.0033184	0.0055420	-4.383
14390000	155.7179678	96.7685451	81.9101591	79.4913161	60.8789610	25.0226983	10.5744120	6.0001268	0.0065080	0.0072288	-8.871
14395000	167.3077254	99.4780147	91.5099704	88.8998451	63.1374076	24.2029533	11.0153509	6.4731631	0.0085767	0.0096398	-6.480
14400000	162.5697845	92.3240515	86.8269888	85.0893289	65.9965825	21.8881417	12.1794172	6.6224932	0.0173631	0.0221893	-7.362
14405000	156.2605418	101.5019978	84.6914513	81.9682668	62.0489349	24.7632695	10.0239982	5.3045391	0.0057499	0.0061055	-5.230
14410000	153.7189741	100.6060911	86.3210134	82.4379535	60.5241763	27.6162613	10.4088199	5.0031468	0.0038640	0.0066885	-5.445
14415000	156.8309156	92.1492346	79.0177348	76.6976969	59.6506970	29.5170047	8.8892974	3.5665196	0.0065807	0.0095521	-10.576
14420000	151.7499333	94.0931008	84.3758827	82.4830986	64.3812176	26.1265876	9.1051213	5.3853704	0.0054332	0.0095353	-12.835
14425000	160.9951146	95.4926390	82.9011207	80.5079955	60.6888230	23.0558950	11.2051613	6.0400271	0.0032845	0.0073627	-8.098
14430000	159.7922562	96.0141900	84.4039700	82.4031591	66.3611557	25.4809042	14.2092839	8.0579134	0.0060306	0.0109095	-11.123
14435000	157.2264719	94.2440094	82.9274216	80.5458525	64.9330681	28.8322643	15.5322044	9.6325869	0.0081636	0.0116013	-8.980
14440000	153.9605570	94.9187095	82.9120536	80.5827450	65.1806546	26.7882752	11.7830841	6.7792908	0.0029902	0.0084878	-7.253
14445000	156.8554760	95.3806115	80.4509071	77.1072717	62.0919837	25.5374332	11.3141698	5.9747404	0.0052367	0.0048542	-4.020
14450000	157.4515277	92.0572593	80.0319564	77.5681802	61.0036096	22.6226978	11.9728163	6.3691170	0.0030618	0.0145627	-6.032
14455000	153.5182034	97.5753989	83.1694535	80.1610920	60.9454505	21.8465805	8.9191803	4.9244876	0.0028366	0.0062913	-8.970
14460000	166.5833415	95.5866514	82.5963158	79.9761336	62.4181528	21.0580160	10.1985208	6.0131280	0.0033851	0.0102199	-12.787
14465000	157.7936954	100.4647041	87.9858009	83.4736216	58.2908374	22.2002613	7.9625191	4.0929900	0.0098790	0.0133732	-10.982
14470000	164.0934955	93.7927756	83.3286485	81.1741473	60.5152498	23.2758604	9.0645862	5.0684196	0.0093438	0.0071738	-16.309
14475000	163.2024250	94.9469541	82.4594039	79.9729754	62.8498802	21.3658431	8.5000290	4.0044103	0.0038183	0.0056680	-5.885
14480000	164.0322426	98.8209132	83.3680010	79.9884180	59.9626502	22.5680936	9.2759731	5.0480580	0.0027404	0.0073577	-8.756
14485000	156.3149841	99.3071087	84.9567999	81.2707083	62.4285268	21.0777944	8.5814913	4.6128053	0.0043427	0.0054109	-4.214
14490000	156.6498774	97.9743377	88.6102415	85.6653319	58.6194702	22.0798430	9.0377218	4.9566046	0.0039087	0.0160206	-5.934
14495000	157.4530638	102.3709138	93.7795825	91.7500592	64.0615206	20.9461760	8.1651235	4.4147952	0.0104168	0.0089525	-9.030
14500000	165.6005522	100.4288582	84.4789763	81.4638475	59.9454444	22.4479748	8.8943228	4.5392096	0.0071079	0.0043829	-7.501
14505000	158.0303937	92.7786268	81.2614063	79.3755426	65.6960925	25.5231055	10.7091713	4.6237807	0.0042721	0.0043936	-7.115
14510000	158.8401517	99.2174466	86.6414598	83.5435472	65.9046582	21.6010197	10.3913123	5.2004214	0.0050866	0.0057595	-8.058
14515000	157.1153413	101.3843094	91.7003145	89.3007657	64.4273479	27.2403618	14.3007335	7.5663096	0.0052721	0.0052724	-6.893
14520000	158.7130958	100.2928977	90.6429734	87.6990263	60.1049585	23.0772436	11.0217597	5.7436443	0.0124582	0.0092154	-11.883
14525000	160.6764114	101.5577998	91.4442262	88.0967425	65.7181919	26.6914549	10.5540494	6.0606951	0.0045306	0.0136674	-7.744
14530000	158.7933892	93.5545472	82.6773610	80.5403650	59.8640388	23.9760274	9.8504488	4.4612341	0.0042378	0.0087025	-5.292
14535000	165.1738273	97.2372027	89.3422050	87.0812260	65.9257259	27.9586913	9.4261878	5.4665120	0.0182420	0.0138398	-4.342
14540000	165.8592828	95.0973041	86.5108286	84.6665607	59.4213121	24.7211736	12.4524099	6.6236192	0.0044495	0.0091073	-10.305
14545000	149.6766961	94.2402052	85.8411346	84.1016165	64.8797266	28.9375785	14.2115485	6.6013498	0.0157757	0.0162545	-7.193
14550000	165.9750350	91.0683428	78.2874002	75.9227033	60.5289702	22.9570512	10.4262501	5.1537800	0.0031472	0.0065411	-8.612
14555000	163.4839254	92.9252444	81.3048709	78.1329280	59.5013182	25.4256771	11.0011959	5.2905496	0.0102639	0.0155969	-12.693
14560000	162.0661285	91.7063291	81.5356263	78.5921158	59.4775120	24.4066954	11.3036346	5.7017174	0.0114837	0.0091292	-1.927
14565000	163.0962183	91.7218357	77.6368078	75.2258965	58.6509731	22.8268257	9.9439770	5.0426902	0.0016722	0.0054342	-7.322
14570000	166.4117611	99.2959712	86.5183186	83.5545068	61.1396905	23.4591927	10.2750091	5.4027029	0.0104312	0.0067403	-7.937
14575000	151.1805162	91.6535110	83.1371981	81.4697040	62.1766042	21.9002353	10.7191288	5.3030333	0.0041426	0.0061229	-2.872
14580000	163.8411099	102.0491516	92.8440699	89.8848251	65.7456380	26.6618936	13.8053524	6.5253536	0.0056946	0.0070248	-4.526
14585000	165.8348576	102.2956786	90.7121276	88.2776150	63.2442475	23.8203568	11.1089169	6.0208199	0.0045803	0.0107628	-8.488
14590000	163.6359930	97.8993308	84.3446875	82.1033180	64.6560002	25.6296945	9.0489308	4.5193335	0.0074182	0.0121746	-5.698
14595000	162.9289702	94.6702178	85.2197096	82.9200201	62.1064765	22.2036481	8.6412056	4.4503049	0.0214685	0.0046527	-7.808
14600000	158.6960745	92.4505410	82.4694793	80.1191049	58.6848466	21.4804397	7.1881485	3.7333188	0.0033941	0.0030701	-4.668
14605000	161.8580507	99.3527526	84.6212295	81.6613038	64.1185713	21.9738711	7.2541528	4.2329506	0.0123874	0.0095748	-9.227
14610000	159.1102661	95.0474260	84.2486831	81.8795059	65.2141281	21.3039932	8.8003679	4.8227869	0.0037559	0.0137459	-10.419
14615000	156.4518399	97.8996199	87.9590253	85.3556670	64.6027665	21.1240514	8.2992844	4.3760089	0.0054486	0.0064005	-2.839
14620000	158.8718306	93.1953014	81.1426427	77.7798142	63.5015420	23.1162477	7.5654189	3.8524303	0.0050196	0.0116891	-5.964
14625000	158.1031447	98.6177506	85.5647822	83.2172620	65.6128990	22.4706713	10.5845615	6.2114312	0.0041336	0.0062499	-10.166
14630000	162.7488460	97.5609588	88.8972212	87.2839772	63.5696693	21.4193576	9.4537051	5.0469034	0.0064030	0.0120696	-10.164
14635000	155.1932864	98.6936058	84.8769805	82.0664219	60.1047373	22.1780175	7.9168141	3.8790811	0.0075771	0.0109893	-7.006
14640000	162.9769076	98.6421232	87.8492292	85.5706043	61.8126064	22.3383125	10.1963427	5.3271866	0.0063946	0.0087171	-7.923
14645000	159.6787580	93.1885834	83.6275113	81.6144491	65.5107297	25.3353393	9.1805436	4.8051455	0.0058451	0.0040530	-9.926
14650000	159.1002827	97.9117722	86.9529945	84.5839933	64.7116946	22.0888472	10.0989651	5.2222281	0.0041234	0.0085820	-8.060
14655000	158.8249529	96.8782663	84.2415157	82.7398741	65.4628547	23.9909785	7.0787148	3.8509399	0.0964899	0.0195222	-12.282
14660000	154.9702369	95.6972683	85.6927009	83.5648902	65.0998102	21.7266133	11.7614734	5.3801299	0.0066372	0.0120106	-5.904
14665000	164.5600605	95.5576406	85.8545356	83.7617750	63.4365375	22.8837741	11.2345658	5.9440946	0.0043823	0.0078055	-9.123
14670000	165.3526261	97.4831575	82.1023113	78.6308463	59.2246186	21.9588572	11.9891266	6.2712500	0.0057145	0.0062600	-5.947
14675000	151.8163292	91.2716926	78.2177726	76.1482145	59.4541680	21.8166984	9.8821648	5.2544377	0.0023109	0.0058848	-5.757
14680000	163.1350418	94.4717393	79.1891535	76.5396238	58.6413963	21.7346554	8.9733609	4.7429172	0.0023550	0.0023626	-5.497
14685000	159.9127546	91.8655191	80.6926681	78.4238466	64.7764595	21.6673926	8.8795006	4.5074581	0.0047812	0.0040177	-2.945
14690000	161.3491907	95.7929942	79.5727636	77.5259794	63.5420374	22.7025500	9.7328244	5.0271159	0.0045453	0.0060399	-9.574
14695000	156.0950585	92.0838938	80.2057910	77.7942143	59.8671075	22.5755214	9.5553597	4.9393044	0.0068867	0.0049067	-5.351
14700000	163.5608970	94.0301653	80.0527333	77.5288548	59.1910519	22.9584599	10.0954810	5.3873881	0.0041043	0.0034822	-9.102
14705000	158.7610703	94.0588167	80.7818043	77.8161300	60.9970982	28.5999828	10.8310517	5.1615360	0.0024873	0.0067909	-5.763
14710000	166.0999189	95.7557880	87.4106264	85.0664045	64.9173417	22.1474325	9.3880423	4.8428733	0.0074922	0.0058703	-7.190
14715000	153.1179993	94.6987540	84.9202828	82.8923269	63.6807089	28.2277821	8.7598381	4.4179173	0.0151207	0.0140416	-4.037
14720000	151.8244044	97.1667992	91.1355552	89.8402494	66.0294421	25.9235652	9.5442075	4.4668044	0.0090275	0.0179343	-7.903
14725000	160.2420762	95.0593760	86.3204768	83.8741540	65.9276147	26.4376898	12.3399755	5.6211305	0.0044530	0.0086404	-6.943
14730000	162.7790575	89.9083579	78.6894217	76.4308637	61.6038956	23.2818034	11.5225288	6.8834102	0.0040862	0.0221921	-7.022
14735000	165.5276443	94.4589174	80.8951439	78.5898700	60.2288283	22.2842711	9.1491118	5.1596495	0.0085496	0.0121153	-4.405
14740000	162.9519767	93.5677613	82.8134643	80.6057798	65.4140294	21.9675067	8.5612848	4.4411666	0.0044434	0.0041266	-2.978
14745000	159.1650949	93.5637464	77.4558966	75.0532775	59.0526495	22.5545784	8.2156931	4.3060781	0.0103321	0.0047922	-12.039
14750000	156.6826880	94.2690231	84.4589457	81.5999141	64.3204670	26.7979669	7.4276185	4.0392296	0.0117987	0.0136492	-8.810
14755000	156.1185381	96.6448783	86.9760565	84.1089995	62.4080946	22.1674881	8.4743750	4.5189226	0.0052631	0.0041767	-6.305
14760000	155.7490655	92.0205391	82.8350645	80.8872986	61.2316516	22.4247384	8.2747289	4.0873825	0.0040290	0.0039953	-13.706
14765000	166.5241115	101.3836001	90.6386138	87.2830699	65.9887977	21.2509825	9.5460515	4.8910315	0.0113719	0.0068137	-14.377
14770000	157.3548197	101.4619899	86.2579824	82.5568459	60.5495244	20.9840559	6.8520930	3.3810798	0.0044986	0.0065448	-2.987
14775000	165.8761479	98.9974932	88.5701584	85.9384472	62.2773846	23.1729933	9.1634777	5.1956017	0.0160353	0.0081289	-5.941
14780000	166.4875208	93.7221925	77.8230658	74.9376041	59.4295881	22.4323093	9.2131785	4.9991659	0.0027920	0.0049697	-5.556
14785000	151.3949109	94.0775031	83.1036091	80.5430743	64.1184578	26.4234443	10.3722054	5.8238927	0.0078675	0.0036328	-10.251
14790000	166.4864845	101.5370472	87.1624594	83.5381398	60.8178617	22.7759601	10.0180218	4.5518156	0.0038643	0.0036725	-5.842
14795000	152.0206919	92.8198695	82.9056453	80.5926238	63.5019491	26.6597004	10.1347607	4.9288301	0.0059655	0.0038473	-12.007
14800000	158.9007638	101.5702990	85.6023910	83.1430422	63.1056554	24.1197223	10.1337963	5.2920107	0.0024041	0.0071185	-6.280
14805000	163.4367743	100.0833196	90.2251482	87.5135148	65.8045807	23.4148247	9.3372873	5.0116882	0.0035226	0.0089095	-4.404
14810000	159.0400305	97.2821394	87.9158955	85.0827542	60.2059797	24.7644303	9.3295630	4.2403827	0.0060805	0.0067171	-6.735
14815000	164.7761121	97.9173066	87.5677114	84.4680558	62.4451340	22.7885733	10.5590435	5.6649438	0.0043088	0.0079007	-8.894
