Gen	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	t_n16	t_n17	mu	sigma2	lnL
100000	164.7143410	92.9069331	82.5097024	79.9301142	62.7935946	22.2296531	9.9249096	5.3240463	0.0048294	0.0082573	-5.848
105000	152.9725738	99.4218649	81.8116661	79.0423686	60.9678540	26.4986273	9.5090257	4.4408056	0.0144362	0.0077864	-4.956
110000	151.0323116	91.6336357	80.4154201	76.3560673	57.6539793	24.2906613	8.1309566	3.8108090	0.0046057	0.0082062	-5.233
115000	159.5585937	95.9436010	86.3464808	83.5079150	58.3430115	21.4910751	9.7315499	4.7917581	0.0023255	0.0053372	-2.069
120000	161.9630403	99.2868075	87.3004819	83.3479670	59.5298130	23.2857963	11.4044480	5.7913631	0.0020789	0.0103892	-5.220
125000	158.9870118	99.2480314	88.7032390	86.1360639	65.9456362	27.2053261	11.8578261	5.9658625	0.0044449	0.0053093	-7.037
130000	165.3832530	97.1481077	87.0844520	84.5024303	65.9493301	28.7655144	14.7215625	7.7507875	0.0038789	0.0087869	-4.617
135000	163.9522174	92.5013503	77.8802932	75.7512132	62.3652029	26.8954918	14.3011160	7.9251059	0.0125788	0.0154254	-4.525
140000	160.8893925	94.2524397	85.6948183	83.5530845	63.7711274	26.6626093	12.5199726	6.7074737	0.0124649	0.0091680	-2.917
145000	158.1323448	91.7239455	82.7084963	80.4832189	62.5446209	27.3821395	14.0224219	6.7756755	0.0085938	0.0104565	-5.910
150000	158.4765489	90.9811783	78.1686332	76.7756985	59.5586205	23.1982490	12.0412690	7.0910304	0.0035320	0.0097534	-3.977
155000	161.7390655	91.9657059	84.4132691	82.4848766	59.9360066	24.7579101	13.0359298	8.3233934	0.0147652	0.0217953	-4.272
160000	154.1111952	93.8042063	82.4260613	79.6482239	62.3948498	21.8361326	11.9934175	7.3350976	0.0076396	0.0210725	-4.375
165000	166.7770756	102.1031852	87.1382159	83.9307783	64.2954213	22.0091835	9.1565678	4.6246947	0.0052463	0.0059714	-5.406
170000	156.4750705	94.1139211	81.5797366	78.6038624	58.1831964	20.5438557	10.1243794	5.8127540	0.0143882	0.0095165	-7.734
175000	154.6922566	97.3978115	84.7094176	82.0753651	65.8636024	24.3844198	12.0631332	6.8407318	0.0089168	0.0084923	-6.879
180000	161.4756498	94.3179734	82.3914732	79.6087007	63.7032485	21.2860466	10.5019860	6.0044975	0.0081299	0.0108548	-6.160
185000	167.3797525	96.2808637	84.6775839	81.7864763	62.6585826	23.0130532	9.5340516	4.7954811	0.0021051	0.0042287	-7.212
190000	163.9916974	97.1502061	83.9928067	81.0350152	65.8966351	21.4973352	8.9000859	4.6146338	0.0023448	0.0043013	-8.662
195000	150.7490322	93.6569645	80.4698000	78.3655713	63.3951595	22.2768592	7.8951374	4.3593669	0.0050431	0.0069622	-10.452
200000	160.2734358	100.5275520	88.0965635	85.0111202	65.6731419	23.8714646	11.2359074	5.7729892	0.0026001	0.0029673	-6.908
205000	154.7576402	91.8597842	76.5199385	74.3098014	60.1746547	22.2074332	9.3173679	5.0271078	0.0023085	0.0050252	-4.687
210000	162.0650787	101.1451965	88.9785717	86.3136714	58.9845421	21.3461375	8.5861333	4.0652324	0.0060633	0.0039967	-6.951
215000	158.1373065	97.7825665	81.6407457	79.1154739	65.7312558	28.6090127	12.7157560	5.7444709	0.0109988	0.0124518	-6.022
220000	152.0100232	96.5432234	80.4597357	78.5725612	61.2382232	24.8171521	10.8130773	6.1262321	0.0079066	0.0091685	-8.082
225000	162.6419602	98.2481554	88.5264402	85.9209139	61.6848692	24.5698612	13.1127625	7.0455035	0.0048660	0.0053825	-9.102
230000	152.8353415	93.5077291	81.6521201	79.2299728	64.2287539	28.5692953	12.8723393	6.8588721	0.0060954	0.0049926	-2.638
235000	149.6210631	91.8359654	80.6910310	78.0969091	64.0178024	21.3297264	10.9192810	5.7421157	0.0204998	0.0124693	-5.978
240000	163.5699852	97.8959359	83.7783801	81.6307700	63.3732851	25.1136356	11.3778289	6.2178241	0.0040143	0.0090801	-6.506
245000	161.3370310	101.5454625	88.1389388	82.9985284	63.1619681	24.0459964	9.6281167	4.3873346	0.0499634	0.0223811	-3.104
250000	150.3589624	100.3026470	88.5152200	84.2007763	64.2148879	21.9227050	9.2179097	4.5127717	0.0090393	0.0135592	-3.652
255000	151.8323370	99.0736105	81.8383527	78.7729742	61.3435765	23.5533202	6.5747761	3.4979969	0.0099615	0.0138765	-8.733
260000	156.0314203	91.4843743	82.9975638	80.9575145	62.4519549	22.0643239	8.0947308	4.1382612	0.0156189	0.0104127	-11.896
265000	163.4735261	93.6874672	79.6981755	77.3776284	59.7676407	23.6668732	11.1154615	5.4948822	0.0026960	0.0070274	-5.958
270000	159.2574462	95.5376877	79.8377811	75.4834642	59.1836799	21.3347649	8.9268192	4.5333810	0.0021354	0.0139933	-6.920
275000	160.3454046	93.3214567	82.0866316	79.9341150	64.4941807	21.6971893	9.0191974	4.4760116	0.0058774	0.0052111	-13.161
280000	163.6976167	92.9938455	81.8439876	78.3596508	65.5103015	24.8509665	9.3902438	4.4578283	0.0037609	0.0088819	-11.963
285000	151.3353900	99.2041382	84.4524407	80.5960933	60.5309664	25.0170481	9.9597513	5.6215260	0.0028445	0.0051856	-4.551
290000	161.2698103	98.7489600	87.8720267	85.4889536	65.4320933	26.6245895	11.8626665	6.4385223	0.0058165	0.0074976	-5.795
295000	160.4771073	98.4434568	86.4502966	83.6485236	60.7602139	24.8325560	10.1123040	5.1578739	0.0024276	0.0062553	-7.459
300000	155.6682413	99.1115420	87.5418992	85.0655282	61.0159391	21.9986937	8.4513087	4.3276474	0.0030844	0.0036462	-10.040
305000	160.0726063	100.5038523	89.1674069	85.7795059	65.1727204	21.6241193	7.8598565	4.3475083	0.0127565	0.0078168	-5.415
310000	151.7679022	95.4867739	85.8123411	83.2484015	63.9875867	23.4253969	10.7053495	5.4601370	0.0039791	0.0039736	-9.348
315000	157.7960755	95.8062401	80.0729863	77.3441833	58.8083249	21.8607784	13.2366851	6.5900046	0.0095082	0.0338819	-6.353
320000	166.6771009	97.9876896	88.7478682	87.0223201	65.0459410	27.2771129	13.5685222	8.0669593	0.0083058	0.0110900	-9.986
325000	155.6743339	92.0012130	81.4502617	78.1369159	58.2151135	21.4295391	10.3380207	5.4189698	0.0057279	0.0083456	-10.437
330000	166.6694892	94.4426724	83.6800198	80.7596616	61.1256448	22.5417212	9.8100874	5.2433683	0.0066847	0.0060741	-9.818
335000	149.5147848	94.8413571	84.7980997	82.2076419	62.2232648	21.7941018	8.6268369	4.4007125	0.0028829	0.0033753	-10.474
340000	156.1624723	92.9758022	82.0778724	79.7838759	62.8238755	23.4881937	10.0565519	5.3001264	0.0030084	0.0048248	-5.074
345000	155.0631656	99.1103974	88.5886846	85.7527647	63.2905407	24.3489511	11.4188347	5.9015887	0.0071255	0.0139442	-6.579
350000	162.4041657	101.3684927	93.0620368	90.9352183	64.1298857	26.9932077	11.8719295	5.4135653	0.0073003	0.0073290	-8.285
355000	165.6478705	94.3299891	86.3602115	84.0236024	61.6078063	22.1816844	9.6497577	4.8556642	0.0079132	0.0106471	-5.008
360000	161.3901847	100.2066748	85.3965866	82.7701607	63.1995011	23.5870133	9.1541090	4.2203185	0.0025425	0.0037722	-10.065
365000	156.5733406	94.6239035	81.9721127	77.7524112	59.1934772	22.0353537	9.5056923	5.1547507	0.0083981	0.0154557	-6.512
370000	158.5071191	98.9394246	85.9512813	83.3200309	66.1047416	22.7355477	9.1352876	5.5931032	0.0097884	0.0078756	-9.097
375000	154.9340570	91.4757268	84.7382620	81.4962921	62.9598340	27.2317288	11.8253105	7.3755494	0.0184838	0.0228465	-8.872
380000	164.8719127	101.5791765	92.6850742	90.6998795	66.1554621	29.7236408	15.6198780	8.4593895	0.0106242	0.0087986	-4.899
385000	153.7388882	98.5757972	87.1543319	83.7002816	64.1259056	28.8325925	16.1314369	8.9519739	0.0173659	0.0235809	-5.391
390000	163.5332706	94.1009372	78.6409605	75.9644108	61.7530369	25.2200222	12.7451146	7.7291231	0.0055325	0.0120513	-7.881
395000	157.2928975	94.2741149	81.9358337	79.3978792	64.1319899	22.3540848	10.8995419	6.0943740	0.0101572	0.0097093	-4.975
400000	164.2496030	91.9671535	82.3144315	80.3222896	60.6955993	23.7284555	10.0554708	5.4591301	0.0030999	0.0151009	-13.549
405000	162.2040266	91.0099932	81.0544182	78.7698658	65.6217950	21.7625715	9.4074638	5.1412556	0.0061134	0.0105469	-4.556
410000	157.0000711	99.8215280	89.7523586	87.2945491	65.8511334	24.3667699	10.1489948	6.1363750	0.0041921	0.0057130	-10.451
415000	158.0120622	94.9968310	86.4668185	83.7338560	58.5907196	24.7700238	10.8712691	5.1994875	0.0031204	0.0059854	-6.904
420000	158.6801005	95.7351512	83.7516867	81.0394097	65.4424498	23.7982638	9.9806126	5.1745017	0.0088797	0.0043161	-11.260
425000	162.1841672	91.9697256	80.7534918	78.5365604	62.4670921	25.9175823	12.0596562	5.9963520	0.0017888	0.0027419	-5.474
430000	160.3271137	90.7628161	80.8673843	78.8517941	64.3144486	23.7535014	10.9578690	5.9937303	0.0041538	0.0090442	-3.810
435000	163.5790519	93.8946641	81.8622433	79.8334315	62.4390693	25.4138623	9.9902092	4.7232104	0.0044045	0.0071992	-13.398
440000	164.6990266	91.9988117	83.1548623	81.2102895	64.6921134	22.8824685	10.2454739	5.6666451	0.0029731	0.0054842	-5.391
445000	152.1155800	95.0655613	85.8621050	84.2492348	60.9132576	23.8796634	10.3178991	5.0850527	0.0059132	0.0063984	-8.099
450000	157.1711483	93.6383866	82.1859591	79.7106653	61.0269274	21.6351523	9.8330431	5.3544709	0.0046688	0.0047672	-6.525
455000	148.2513689	91.2641117	81.2610757	78.6132989	62.1828247	21.5565098	8.3603331	3.9386283	0.0029238	0.0049064	-8.813
460000	163.1550995	93.0487672	83.0334730	80.7077546	64.0754987	23.2136178	9.3251056	4.4865667	0.0040680	0.0120272	-6.258
465000	160.7869111	95.9364475	85.6611267	83.2240255	62.0283843	22.8678965	10.6002830	4.9197387	0.0045645	0.0076122	-9.844
470000	155.5235732	95.9986878	87.8983346	85.2267884	65.9372403	23.2530562	9.2518588	4.5831963	0.0042969	0.0048040	-5.677
475000	156.2198550	98.4632348	89.5782410	87.4723794	62.6024056	22.8222640	10.5756949	5.7067515	0.0035568	0.0021059	-9.907
480000	155.9608404	98.8173170	84.0924329	80.9332642	63.3641166	23.7163414	12.4140798	6.5465600	0.0050812	0.0079746	-7.175
485000	160.1758000	94.0606302	84.1591795	82.0643242	65.4781836	25.3160233	11.4916309	5.9796500	0.0042812	0.0057954	-5.262
490000	161.8341708	95.2106587	81.1303588	78.7983427	59.0563093	24.7983852	13.4598784	7.2236590	0.0087867	0.0112513	-5.565
495000	162.1289560	98.9382538	88.2398145	83.8793285	64.8226359	27.4076738	17.4832178	9.6294335	0.0071147	0.0213107	-7.461
500000	160.5073522	94.1910944	83.9793731	81.5319920	64.8468421	26.8187791	13.1667683	7.9724078	0.0026038	0.0444551	-9.748
505000	160.9205817	91.0011517	77.8526076	75.6440123	61.8228168	26.2810410	11.0775333	5.9640357	0.0060132	0.0042826	-8.562
510000	161.4844222	94.3062796	84.1417010	82.1416768	61.4648334	23.0825983	10.1668982	5.8931118	0.0052029	0.0077244	-6.875
515000	155.9833503	93.5795601	80.6461942	77.3806689	62.0203901	26.9924114	10.0896562	4.7106947	0.0099843	0.0097808	-6.461
520000	154.7311493	97.7821681	81.6136039	77.7855315	58.9295836	24.8812908	13.3678765	7.0738226	0.0042358	0.0061735	-7.143
525000	160.2182880	101.7551585	88.0818609	84.9687227	63.3105608	26.3401500	10.4695048	5.7745823	0.0072342	0.0149392	-11.392
530000	157.4663356	94.7474266	85.9850849	83.3627170	65.2525680	22.3209501	8.4133258	4.7634168	0.0113528	0.0084778	-5.967
535000	151.4445182	96.7553705	85.2135487	82.2193014	65.2660932	22.3004766	9.2165875	4.8240213	0.0049114	0.0061899	-5.417
540000	158.7560888	101.8219442	87.6953743	84.9998979	64.8785220	26.8037200	12.4132452	6.5763137	0.0038423	0.0038950	-7.638
545000	163.0033948	95.1241877	84.0981900	80.4972493	64.9623712	26.4757960	14.3774444	7.7743487	0.0035153	0.0113177	-9.536
550000	159.1188409	91.0559642	79.8763075	77.6169698	65.0963669	25.9611721	13.1007868	7.7706768	0.0072030	0.0097314	-4.475
555000	157.1942043	95.4145928	84.8986561	82.8664344	62.6003028	22.4346683	10.7670401	6.3767163	0.0054794	0.0093362	-10.605
560000	166.8089417	91.5168932	80.3534560	78.0655009	64.3315055	23.0935276	10.5931948	6.0007986	0.0057743	0.0081001	-4.899
565000	165.2955246	91.3176894	79.4394080	77.0347045	63.5191328	23.4666217	9.2486636	4.8430040	0.0062895	0.0073458	-6.422
570000	165.5785766	100.5548545	89.6234956	86.5283079	65.2441026	21.3374989	9.2125090	4.8055668	0.0026716	0.0027382	-5.384
575000	166.7742257	94.2685582	81.9002401	79.6604943	65.0999581	22.7015675	8.4304989	3.8457112	0.0034248	0.0062472	-5.416
580000	156.7586166	98.7004831	87.2042339	83.9171135	63.5719135	22.2964943	9.5521898	4.7286823	0.0042481	0.0070008	-6.137
585000	165.4354236	95.2480826	86.6189196	84.7326837	62.7760467	22.3073083	10.5908482	5.5254392	0.0038212	0.0079248	-13.164
590000	150.1118404	99.5532696	84.0174722	81.3860162	63.9229351	23.0677290	11.7997733	6.1606739	0.0200901	0.0116855	-7.652
595000	162.4466321	94.9980979	83.5506651	81.5559388	64.0961461	26.2140639	11.8405427	6.5155362	0.0045752	0.0030771	-6.424
600000	162.4124942	91.6041457	81.3895359	78.7985942	62.5443549	23.7585577	9.7578771	4.6469794	0.0041149	0.0187212	-6.328
605000	158.7061832	92.4911361	80.1134413	77.0803025	58.7911341	23.0493104	9.2323348	4.8470526	0.0027962	0.0048147	-4.983
610000	153.4908745	100.0242383	87.0774292	83.9390598	63.7895895	28.0421427	12.7331287	5.7935870	0.0052995	0.0051857	-6.786
615000	156.1341277	101.0333522	87.3011640	84.8329496	60.2116782	22.4850122	8.2748765	4.2411745	0.0050083	0.0078681	-9.045
620000	162.4832742	100.2875826	88.8771985	85.8053125	62.6629431	22.1201344	12.1497687	7.0227944	0.0035746	0.0067766	-6.071
625000	165.3635092	97.6726430	88.2263990	84.3176625	59.5878802	22.8388568	7.9832820	4.0694337	0.0050798	0.0088938	-10.145
630000	157.7339019	93.6087660	78.0324807	75.0266575	59.2231140	22.2303386	10.2732611	5.6713225	0.0032004	0.0099264	-10.478
635000	159.9229772	91.5245271	82.0563676	79.8253010	63.7628542	23.7539740	11.4799445	5.8749477	0.0037296	0.0066718	-5.656
640000	160.7327073	100.6383595	89.7718593	87.2529737	64.2587784	24.1067768	12.3989416	5.6531812	0.0080054	0.0124105	-11.280
645000	167.7816009	99.3739944	87.4883839	85.0404961	65.4561670	24.9329405	9.7471549	5.3748010	0.0061329	0.0101702	-10.339
650000	154.2811469	97.1091742	86.9195230	84.5787015	65.6232178	26.0334798	11.2131778	5.7537122	0.0082566	0.0086184	-4.773
655000	160.2829423	99.7232336	85.0251423	82.3273686	65.0602472	23.8131768	10.7387434	5.0339474	0.0019690	0.0041550	-13.236
660000	155.5335240	97.2964436	85.4599807	82.4260230	60.7975605	21.9915712	9.8965912	5.4664434	0.0040859	0.0037758	-12.907
665000	159.3176234	99.6889618	84.9408993	81.0063753	61.1396565	21.3115290	10.4660524	5.6024727	0.0036557	0.0047247	-6.611
670000	157.1387966	101.0374464	87.8265086	84.6088944	65.2701284	23.7060576	11.5357741	6.4968518	0.0048553	0.0035969	-9.883
675000	149.7133905	96.4292311	81.4023618	78.4920824	58.9138161	25.6600074	11.8629085	6.5426024	0.0087425	0.0155349	-4.375
680000	162.8793952	101.9030891	84.3685534	81.2452890	58.7196034	28.7539770	13.7059390	6.1191104	0.0031383	0.0120802	-6.803
685000	166.0568515	92.7341144	80.9562411	78.7196752	65.0859120	25.6580268	12.3830135	6.2356700	0.0252169	0.0123753	-5.895
690000	155.7557363	94.7079963	84.9579744	82.4150703	65.8216324	26.9745780	12.9993466	6.7199772	0.0094834	0.0076992	-10.410
695000	161.5076881	95.6650150	83.0073029	80.6136785	64.1800079	21.7589671	8.8286165	4.5014250	0.0067006	0.0065536	-4.777
700000	165.1396618	93.2112619	80.9446855	78.5120111	64.3546009	23.6650916	9.2112028	4.6049104	0.0028898	0.0052165	-6.296
705000	166.1222058	92.6615801	79.7155740	77.0218277	65.5748243	28.3160772	7.7199215	3.8976877	0.0090769	0.0141513	-9.673
710000	149.9956656	97.1988670	86.5449981	84.3105014	62.9473058	21.3462871	7.6262999	3.7867434	0.0051946	0.0061915	-4.702
715000	158.5698650	94.1767813	81.5599851	78.9739821	58.6961132	21.4804652	9.5064557	5.0842960	0.0061075	0.0069366	-11.023
720000	165.1976328	95.9405140	85.3605582	82.7149280	65.7564168	21.6534254	8.9614116	4.7136203	0.0030921	0.0057061	-4.555
725000	164.5908528	93.8017690	84.7620932	82.4007863	59.4982658	24.7364551	10.0936566	5.2107591	0.0051015	0.0081355	-5.187
730000	155.9074710	96.2921189	79.0742079	75.9957653	60.3940312	20.7658117	9.7968158	5.4293859	0.0072393	0.0070825	-7.897
735000	151.4577966	96.6528934	83.6890609	80.6664781	61.0891492	24.6491009	10.5089974	5.4131696	0.0034133	0.0084782	-6.151
740000	159.1278926	97.8008048	87.8126216	85.6910165	62.0207254	26.8862360	9.5455251	5.4064795	0.0076148	0.0091323	-10.331
745000	153.8302756	93.0601569	82.5110069	79.9510296	64.4477056	22.3579051	9.2172631	4.2608370	0.0041218	0.0073767	-4.815
750000	153.0852018	97.3372762	86.4891527	83.5358692	63.8546520	25.2004634	10.7622142	5.6821038	0.0063853	0.0040202	-7.468
755000	153.4264335	98.9280869	87.6259840	85.3960895	65.3303766	23.8126779	12.0301122	5.7996176	0.0069202	0.0057838	-6.942
760000	155.5699168	96.8117939	88.6355083	86.9403303	66.1935415	23.3771977	10.8487590	6.1551103	0.0045566	0.0079121	-13.287
765000	166.8798474	97.8395325	88.9037248	86.4022786	65.6193115	25.2091600	13.8608837	7.3087355	0.0047837	0.0110598	-2.967
770000	154.6924913	100.9797681	84.7991779	79.1952916	62.6077539	25.5380176	13.4039979	8.1112228	0.0065300	0.0185447	-4.193
775000	157.5363183	95.8651857	85.4548953	80.9476953	59.2966375	27.0334194	13.9221496	7.5721595	0.0069997	0.0245889	-11.700
780000	158.9040285	101.4026037	87.7764997	84.5010897	62.5275413	27.8712550	14.1756054	6.6980334	0.0061767	0.0100458	-5.841
785000	166.3470763	91.8912778	80.0731239	78.0946688	64.7266903	25.7462353	15.7335114	9.8459405	0.0209799	0.0325311	-10.237
790000	151.9963721	99.1199292	85.4266284	83.1609146	59.1331592	28.1792891	14.8321000	7.2877207	0.0096381	0.0126981	-5.116
795000	150.6158467	101.9613639	90.4168981	87.5805279	66.2866858	26.0700097	10.5287199	4.8972790	0.0042778	0.0042675	-6.973
800000	161.1873792	101.2857140	89.0399787	86.6293986	65.8233472	23.0770844	8.3270437	4.2302743	0.0029157	0.0029508	-15.818
805000	165.3932380	94.6019130	78.2632812	74.9379837	59.1166876	21.8227658	7.0876205	3.6397854	0.0045657	0.0055123	-4.303
810000	161.0913636	94.5789687	81.9686630	79.3718124	64.6072140	26.6914958	8.1139771	4.0462129	0.0044794	0.0099324	-11.513
815000	167.0374242	94.6091045	85.2632977	82.5039598	59.8830848	21.7849963	8.6740941	4.5714036	0.0039499	0.0127692	-6.782
820000	158.8604147	96.4570454	86.2508781	83.7810464	65.5619259	21.6287347	9.1322959	4.7363950	0.0026002	0.0047655	-7.450
825000	159.9298585	99.9499964	88.1210046	86.1333836	58.1905482	22.4840004	9.1084290	5.2682342	0.0035286	0.0078854	-7.116
830000	159.9748545	96.0401738	86.2621892	83.9312668	64.1798392	25.8284837	12.3358453	5.9574471	0.0027849	0.0046362	-9.642
835000	151.0997823	98.2800542	89.0063983	86.4979737	66.1497537	23.2463489	9.2973390	4.9016155	0.0086586	0.0112799	-10.151
840000	164.3177067	94.7627379	84.8847636	82.6412290	60.8499177	23.3643602	9.0107652	4.6634963	0.0077640	0.0059507	-5.442
845000	158.1542211	93.1095893	83.6274331	81.0521891	58.9917389	21.9339615	8.9129933	5.6645479	0.0053398	0.0119465	-5.270
850000	165.0550667	101.4037941	89.1630040	86.5569659	64.9637914	22.7957953	10.0941459	5.4625706	0.0034781	0.0030037	-4.560
855000	159.7107280	95.7224180	84.3846244	81.6156894	60.4081194	24.8797488	11.4221369	6.3367196	0.0022947	0.0136164	-6.419
860000	157.5344118	101.7936017	86.8732971	84.3500457	66.2010798	23.9607546	10.0620019	5.2664482	0.0021068	0.0031544	-7.287
865000	159.1292155	92.0814318	79.9120070	77.5543338	60.9371652	24.6235962	12.1778797	6.1402273	0.0066327	0.0063054	-7.871
870000	163.6970999	91.4205485	81.3035526	79.3436154	62.9849663	26.3951998	11.5109049	6.6417028	0.0149972	0.0113306	-8.081
875000	159.1997728	91.5277493	81.8627502	79.7209340	67.0344487	26.8087747	11.0468003	5.0498746	0.0100078	0.0108180	-9.297
880000	165.7516910	95.3763604	85.2213680	82.2424175	65.6917810	23.1232157	7.5715758	4.6011073	0.0106848	0.0080135	-15.314
885000	168.3164901	92.0565087	77.7350251	75.1725272	59.0357490	23.2331411	11.3932559	6.0091164	0.0110170	0.0112457	-5.070
890000	164.3897477	94.2984501	81.7506498	79.1506955	60.3930337	27.8905209	11.0159780	6.1643941	0.0042465	0.0089195	-14.319
895000	155.5211318	92.4315750	84.2361378	81.6003343	59.9773970	21.9136173	7.7273640	4.6188637	0.0033705	0.0094004	-9.320
900000	165.8407813	91.4441007	81.4745417	79.4230851	64.5006278	24.6773128	9.6416602	4.5767013	0.0070720	0.0048916	-6.152
905000	157.0342830	92.2967957	83.6441051	81.0327870	62.2052648	23.0620347	8.5448805	3.9673642	0.0022191	0.0076379	-4.786
910000	162.1169975	92.4627670	82.9864399	80.7402473	60.9036886	24.5762858	11.1498878	4.9573874	0.0054597	0.0053706	-9.617
915000	165.5719219	95.4901303	84.5718025	82.0440858	62.0369414	27.2055993	11.2265741	6.6451265	0.0065773	0.0062167	-12.867
920000	167.1791123	91.6392448	81.4880420	79.1167067	62.4360166	22.3707557	11.0362692	6.1270465	0.0042726	0.0075397	-7.486
925000	161.9477797	96.1429819	82.4265575	80.2534423	63.2045233	25.7282408	12.5143252	6.2834603	0.0046315	0.0052101	-5.666
930000	159.0425346	97.8321617	82.0464655	78.5794851	60.0935826	22.7934590	9.5079044	4.7992174	0.0028029	0.0104929	-16.662
935000	161.4721103	94.5258296	84.8688931	82.3816491	65.6175714	25.0115554	8.9144024	4.3572082	0.0036541	0.0057966	-12.022
940000	153.6400175	98.9033252	89.4295748	86.0422508	61.1486626	25.4794419	11.9582373	5.0793245	0.0039685	0.0116084	-4.128
945000	153.4541688	101.2956130	89.3668775	86.4479362	62.5322126	22.6810848	9.9815069	5.1138690	0.0043529	0.0031414	-6.510
950000	160.8643504	98.4939806	88.5790580	86.3231888	63.4842963	23.1753974	7.0161104	3.5643376	0.0110092	0.0120206	-3.717
955000	163.1448273	96.7820538	85.3680546	83.0892050	65.1883414	21.7615768	8.6093901	4.4806650	0.0054355	0.0041652	-7.519
960000	164.4682721	100.6082489	91.6622772	88.3964649	64.5964346	22.2126749	8.6022152	4.6220509	0.0043158	0.0039812	-8.348
965000	160.8306856	98.0193309	87.8587291	84.9322397	58.1097524	22.2276473	12.2786369	5.7246996	0.0232625	0.0131731	-6.740
970000	166.1293388	95.8746621	84.1341742	81.2847570	61.7050543	22.8871052	10.9410866	6.0695069	0.0111797	0.0095574	-12.738
975000	155.6691188	94.5581897	88.0347556	86.2148158	62.9553877	26.7622562	13.0729125	6.3399631	0.0121405	0.0161782	-2.521
980000	166.5042665	98.9957063	87.3472364	83.4936486	62.4518306	23.9698398	9.9691668	4.9211011	0.0072120	0.0061994	-10.707
985000	156.2622115	92.8363846	81.5845096	78.9295100	59.7141297	26.8071600	8.2860316	4.1757434	0.0083836	0.0070348	-12.916
990000	157.0510007	93.5468664	85.2666460	82.8637723	64.5637932	21.2917592	7.6557405	3.4934494	0.0026602	0.0149423	-4.035
995000	162.8839305	91.8052898	86.0323182	83.7621751	66.0298049	23.3916735	12.0451544	5.1753806	0.0129526	0.0187681	-4.333
1000000	166.9017257	90.8351710	78.2584532	75.5420365	59.0567003	21.5615450	8.9078711	4.5278091	0.0048138	0.0038342	-7.354
1005000	161.2227115	94.3026983	83.3057344	81.2967582	63.0899215	23.8333362	9.7311605	4.6968415	0.0092473	0.0061297	-9.059
1010000	155.1578440	98.9057653	90.8020695	88.4744940	65.9473861	25.6768568	11.1598973	5.4456479	0.0116684	0.0107362	-11.374
1015000	156.6860442	100.9306232	87.9431655	85.5213087	65.5930031	22.4516967	7.5208042	3.0893451	0.0120299	0.0122738	-4.145
