Gen	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	t_n16	t_n17	mu	sigma2	lnL
3005000	162.2875202	92.9719962	79.9678953	77.3107974	60.0014683	24.9264947	9.4902233	4.3882265	0.0018465	0.0068921	-10.220
3010000	150.7593119	100.2630155	85.7405762	83.6575838	65.5208346	23.0999365	8.8831976	4.3464818	0.0042333	0.0108501	-3.678
3015000	156.4625468	101.0490817	89.8529820	86.7277074	61.4681281	23.9487940	10.0019047	4.7694237	0.0039191	0.0049318	-13.468
3020000	150.1882857	100.3157683	85.3335913	81.5039609	64.0481075	21.4610281	9.9100361	5.8565323	0.0045730	0.0085631	-9.975
3025000	151.5897771	94.5242649	83.5421332	81.2223737	64.7999142	24.6660987	9.6556626	5.5672804	0.0051985	0.0049135	-3.696
3030000	164.5600284	95.1154306	83.0250767	80.8240161	61.6867543	22.5357629	9.1259090	5.0278330	0.0048596	0.0043763	-12.667
3035000	162.9347072	93.6728405	81.6276546	79.0588043	58.2190122	23.3836868	9.7866092	5.4969073	0.0054636	0.0112657	-5.428
3040000	159.8141877	100.2240722	89.9785112	86.7936725	62.9891856	25.7903901	14.1429841	7.4759695	0.0025070	0.0068006	-6.710
3045000	156.0861138	92.7784957	83.4664012	81.0534878	62.6797701	23.7151061	11.2367591	6.5512302	0.0049223	0.0033841	-5.798
3050000	162.5676972	101.9792769	85.1424774	82.2799070	66.1688715	26.5212515	13.2667432	6.8819749	0.0045982	0.0031901	-6.732
3055000	156.0256013	92.2451929	80.3929299	78.3653905	59.7321017	23.7628024	10.6737429	5.7393468	0.0040906	0.0078387	-5.277
3060000	151.3523828	94.3713289	82.1288044	79.7096229	59.6968084	21.8191165	9.3699850	4.5155331	0.0024944	0.0028715	-5.241
3065000	152.8971210	101.3492968	86.4235111	83.2761718	61.1513438	24.0241967	11.5241065	6.9108480	0.0035886	0.0116351	-4.884
3070000	151.8667774	97.7641786	88.6039287	86.5451438	64.6905494	21.9679383	9.9706316	5.4930742	0.0054775	0.0078039	-4.898
3075000	165.0269985	97.2276918	87.8241887	85.1800520	65.7416755	23.7283848	8.3870844	4.0495989	0.0039503	0.0044429	-6.558
3080000	164.3006949	94.3815929	82.2857821	79.4981356	58.4055713	22.8060766	9.5074542	4.4102543	0.0022984	0.0112522	-2.809
3085000	151.3192785	101.0213292	82.6832904	80.0041460	58.7767671	29.4982739	12.7534111	7.0874450	0.0034746	0.0069509	-5.580
3090000	166.2473914	92.8939332	80.1657306	77.2707343	59.8863927	23.8657184	10.9194407	5.5534947	0.0060241	0.0049614	-6.059
3095000	159.0622044	93.2587823	84.2863225	81.3434884	61.9210979	25.7753872	11.9719361	6.5050411	0.0039350	0.0137320	-10.735
3100000	160.7594051	95.1066768	85.0365987	82.3035888	59.1273145	25.8743805	11.2249734	6.1838836	0.0036665	0.0041944	-7.149
3105000	159.2182937	99.4323124	88.4490307	86.2748788	64.9632763	22.4263738	9.5341612	5.4456386	0.0061275	0.0076770	-4.964
3110000	161.9146380	98.4192857	85.2056614	82.3217621	58.9287052	22.2521260	9.3081838	4.3917605	0.0039769	0.0064830	-9.409
3115000	158.6138575	99.2744772	87.2257723	84.4745953	62.4990529	24.7787206	9.0927871	4.4908458	0.0034907	0.0063497	-12.495
3120000	163.2965315	101.1119385	88.2912716	86.2423296	64.2810748	23.8468514	9.7065943	4.7575969	0.0092568	0.0052914	-4.718
3125000	153.9840372	102.2267762	93.3035145	90.3624568	58.8003893	22.9631182	8.8074703	4.2690490	0.0068618	0.0117520	-4.571
3130000	158.7222436	101.5486851	86.6495673	83.4837628	62.6597256	21.4004624	7.9186002	4.2860006	0.0041867	0.0044627	-6.082
3135000	162.7246334	91.5792789	83.4610871	81.6947203	62.1195824	22.6051727	8.1773293	3.6493953	0.0042846	0.0077661	-4.309
3140000	160.4309167	95.9446560	80.3122819	77.5841580	59.4582553	22.4442207	8.5048602	4.2348190	0.0031750	0.0052349	-12.911
3145000	154.6959457	91.4189671	76.9707939	74.4429478	59.3825663	22.6088615	9.8385299	5.1808911	0.0028431	0.0085917	-8.177
3150000	153.3824630	96.1318163	81.6473574	78.8827313	63.3222261	23.3444734	11.6382938	6.1371900	0.0040164	0.0110806	-6.393
3155000	156.1136601	98.1448243	80.6690352	78.4061575	61.8103508	21.7404372	8.1975101	4.2225465	0.0016824	0.0084248	-3.234
3160000	153.2578874	94.4388978	83.6346869	81.4625804	62.4320765	23.7306067	8.4418893	4.1181214	0.0042995	0.0046511	-3.733
3165000	156.6367334	98.0214877	84.3219366	81.7411742	60.2284412	26.1896984	9.2515026	4.9705219	0.0033156	0.0040830	-8.849
3170000	161.1096778	102.0332143	87.6556537	84.4624195	64.0089260	21.0796263	9.2899796	4.5643799	0.0075268	0.0062998	-5.663
3175000	163.8592306	100.3068947	88.1717295	84.8169323	61.3831014	23.6930563	9.4237775	5.1584122	0.0060012	0.0056572	-5.069
3180000	162.1512753	91.6775661	80.9923563	78.8160005	63.4992558	22.4227557	10.7686634	5.8646293	0.0052636	0.0064164	-7.011
3185000	156.6584986	93.2844535	81.0419219	78.5185600	59.7362561	25.9438953	9.1008455	4.6046645	0.0089304	0.0057609	-7.203
3190000	153.5996215	92.8542487	81.7792425	79.7590506	61.6381609	21.8736985	9.3530344	4.2212045	0.0040346	0.0056106	-11.637
3195000	166.2029140	99.5106840	85.8730396	83.4133449	60.2186010	21.4898261	9.1510006	4.4480754	0.0050940	0.0057534	-12.044
3200000	155.6968530	94.9253545	84.4905109	82.1928747	64.2152426	22.8633069	8.9696275	4.3095419	0.0024224	0.0041441	-4.018
3205000	150.7460758	92.5308882	80.3815721	77.8034923	61.0749894	21.2306812	10.0944261	5.3293767	0.0054135	0.0062069	-10.975
3210000	151.4172705	94.9451235	84.3829111	82.0486621	63.4743354	23.5165135	9.7350146	5.1561498	0.0050403	0.0055214	-7.688
3215000	151.0868115	93.2837186	79.9989751	76.9302693	59.0809564	26.2358593	12.8417099	8.0535346	0.0033304	0.0140739	-6.573
3220000	156.3515316	100.9062099	90.1332976	86.8967063	61.9420341	21.8672338	8.7306443	4.5553587	0.0045532	0.0044730	-10.148
3225000	153.6955882	97.0102369	85.0531368	82.5491217	65.7531531	22.5053799	9.4067273	5.0729802	0.0025231	0.0031151	-7.249
3230000	162.6892569	98.4475841	78.5873380	75.3666559	60.5691136	21.6451154	9.8284506	5.2106203	0.0032543	0.0073052	-9.342
3235000	153.2905218	92.2116912	75.3430103	72.9119298	58.7363459	21.9986610	8.2055383	3.9052783	0.0023066	0.0056920	-4.668
3240000	155.5690928	94.4687343	86.8678601	84.1865167	64.0533647	26.7646919	10.3893509	5.0086145	0.0101802	0.0064713	-6.799
3245000	161.4635307	100.1960351	89.8370141	87.2001361	64.9041705	25.1820491	10.5804598	5.3147942	0.0048761	0.0081922	-7.050
3250000	156.5945145	97.5438198	87.6595185	84.0056730	61.2851308	21.4696820	8.1947203	4.3449769	0.0048038	0.0050664	-6.092
3255000	155.4966778	101.1365969	91.4113796	87.6461564	60.7440016	23.3057688	10.4452752	5.4665599	0.0029187	0.0065956	-4.322
3260000	149.4265258	101.9059368	90.5080291	87.4558168	65.7275963	21.7051575	9.5633640	5.3840236	0.0038025	0.0049828	-5.471
3265000	166.0531497	98.4987764	88.2404207	85.7750197	64.2516224	24.7524043	12.3214896	6.2733362	0.0073290	0.0044841	-6.818
3270000	151.8314118	91.9757162	84.4502228	82.3704357	66.0230002	22.0230368	10.4605177	6.7867381	0.0046275	0.0220815	-11.208
3275000	158.7787862	91.5741292	85.3964359	84.2620603	66.0001643	27.1956350	15.1510353	7.7382727	0.0078453	0.0133887	-6.264
3280000	158.1297850	91.2638303	83.6927836	82.2516794	65.1590235	26.5108803	15.1671632	10.2648256	0.0050522	0.0149501	-6.431
3285000	159.0537330	101.2969510	84.7370297	82.0008016	64.0556857	27.5363709	14.5949928	9.6308413	0.0026252	0.0243990	-10.423
3290000	157.0145034	91.6904952	81.5001845	79.3931277	64.7361028	23.0130326	9.4631515	5.0857994	0.0022189	0.0101432	-6.305
3295000	149.8761824	97.3586804	86.2611573	83.4656644	63.3380859	21.9946219	9.8960597	5.7501097	0.0042286	0.0038015	-3.952
3300000	155.7492077	101.1537430	86.3610384	82.5250446	60.7182834	21.9514533	8.6666219	4.9094765	0.0037248	0.0084841	-6.494
3305000	157.8748049	100.0967421	88.4236656	85.8228380	65.4087000	26.1529774	12.2168383	5.7813468	0.0019108	0.0031492	-8.787
3310000	157.0629893	95.9379825	85.2373355	82.5106922	63.9525552	21.3402916	9.2186199	4.5511981	0.0063548	0.0114710	-8.607
3315000	164.0645399	99.9578084	83.7741606	80.3928889	59.2204330	24.4843119	11.0755300	6.1744656	0.0031035	0.0049804	-10.363
3320000	156.9802665	101.2850463	89.2621303	86.8759218	64.7624379	26.1253394	13.3424779	6.8052407	0.0039709	0.0050071	-7.605
3325000	150.1604919	92.4419164	82.1914123	79.1857792	58.6336154	22.0666055	9.5508271	5.1870117	0.0060192	0.0105616	-10.569
3330000	153.4276159	94.7686501	82.9176461	80.3533577	62.6432269	21.5381323	10.2733773	5.6578127	0.0033013	0.0041031	-8.713
3335000	159.5574410	96.1719315	83.5002445	80.5200860	60.2546810	26.7210678	11.4506529	5.5182188	0.0046830	0.0037175	-3.725
3340000	160.4363802	97.0506085	84.2242055	82.0212907	64.9848033	28.5217082	12.8403433	6.7130890	0.0054150	0.0105194	-5.586
3345000	165.2441143	93.0804275	83.4476716	81.6700773	65.3462378	26.9606924	14.0766907	6.9642139	0.0036239	0.0053651	-8.271
3350000	167.1262152	94.2265961	80.8837148	77.6973666	58.5674015	25.3832989	12.4667126	6.8498528	0.0078691	0.0071553	-5.659
3355000	164.9017940	98.4787909	83.9682054	80.2447813	60.4183556	26.4767371	13.1060790	6.4017737	0.0073182	0.0062280	-13.217
3360000	164.4725903	91.9326108	80.3217079	77.9627880	62.8008577	26.8768975	11.7538627	5.5525940	0.0042714	0.0045097	-6.445
3365000	161.9965678	90.9006200	80.6549394	78.3342072	59.8139663	22.4840556	9.3719427	5.0160423	0.0039298	0.0043103	-6.903
3370000	165.3494429	95.3720545	85.6655558	83.1622556	63.1217002	24.8372718	11.2931419	6.2103168	0.0057600	0.0074728	-7.891
3375000	155.8322302	90.8236644	83.7406241	81.5935447	65.0753791	28.7030296	12.7145748	6.1412898	0.0036577	0.0061081	-5.654
3380000	156.4069257	99.2351697	89.2660702	85.7920598	65.0824163	27.9286002	12.4019250	6.2521693	0.0056341	0.0073865	-9.188
3385000	164.5717374	94.0497337	83.8593125	81.6405520	65.3904995	22.2226272	8.9754136	4.5576105	0.0078327	0.0084726	-7.536
3390000	156.1951339	92.2084194	81.3919649	79.5186270	65.9753754	21.7149873	10.9347144	4.2382907	0.0118805	0.0265793	-4.354
3395000	163.8632025	94.7199098	82.9612522	80.0509441	64.7859951	21.8340617	8.4972282	4.6670923	0.0082913	0.0127304	-7.179
3400000	152.5444047	97.6033281	77.0382645	71.1904958	59.2239830	25.0104673	7.4075298	3.0706776	0.0145283	0.0200007	-2.793
3405000	149.6514024	91.3880389	80.7860904	77.4329168	61.9968049	27.9920072	11.0700675	4.8906462	0.0075171	0.0181862	-4.755
3410000	159.7057504	94.0794224	81.3793924	78.9717344	58.9285728	23.3443095	9.3761833	4.8647309	0.0105696	0.0069406	-4.582
3415000	161.5783505	93.5150262	84.6106369	82.7850220	65.4061263	24.0367638	8.3363975	4.0119513	0.0046095	0.0073288	-7.539
3420000	156.5223475	93.4912349	79.2104246	75.8289261	59.9824726	21.3641362	8.0404198	4.5446528	0.0029328	0.0105741	-3.428
3425000	158.4415180	97.6692311	87.5513177	84.5416516	62.3152929	22.4886261	11.7160514	6.7770017	0.0094463	0.0095116	-2.706
3430000	163.3708239	94.7398687	83.5622310	80.7333877	59.2350069	28.8845136	12.8168454	6.9649336	0.0081505	0.0094017	-9.050
3435000	161.8717186	98.2368066	84.4758811	82.5194819	64.7174697	28.6419422	13.4376567	6.2145010	0.0050746	0.0091375	-4.150
3440000	154.8960116	97.0979207	81.3660627	79.5502677	60.4416802	21.7741007	8.1146776	3.6808738	0.0045936	0.0055710	-8.658
3445000	164.0050268	97.8322153	87.6430667	84.8599365	63.2773753	22.6216501	7.8617800	4.1705598	0.0070619	0.0080070	-5.900
3450000	158.7653798	96.2098840	86.1032622	83.3810022	64.2442095	25.7527727	9.8666290	5.2555469	0.0021889	0.0071667	-10.729
3455000	159.2053563	100.6225141	83.4535919	80.7751212	65.8065062	23.9088549	13.4919964	6.0176750	0.0111099	0.0170366	-7.967
3460000	156.2969867	94.2211922	78.2629238	76.1428918	61.5062730	27.8334907	13.1466181	7.7328722	0.0111856	0.0190507	-5.590
3465000	164.8805464	93.6018189	82.9524621	79.5681916	61.4368747	29.2814829	17.0094408	10.2222303	0.0048503	0.0107240	-6.250
3470000	150.5606695	95.4848211	81.9527050	78.6990344	64.2447726	27.6950182	15.6588236	9.4596867	0.0099871	0.0212290	-8.670
3475000	151.3363073	98.6829786	84.0418645	81.1561271	60.2370683	24.4481792	12.0262115	6.5554431	0.0025520	0.0093928	-7.195
3480000	153.0712876	98.3968241	85.3827773	82.9384658	63.1714263	21.4646273	9.1255222	4.7091715	0.0049107	0.0043888	-8.422
3485000	164.2469371	95.3254358	83.0201068	80.5219739	64.6542417	24.7175265	11.7862213	5.7905483	0.0023122	0.0055617	-6.519
3490000	156.5629140	98.7879452	84.7532083	82.2545253	63.0125668	26.1803850	9.7010980	5.1985637	0.0052865	0.0050582	-13.711
3495000	155.8011886	90.7949376	80.4011787	78.6822383	64.0395877	21.2212866	8.6375094	4.2221085	0.0040118	0.0092131	-9.840
3500000	166.0482668	97.0319707	86.4280237	83.6084733	64.7956552	21.5905242	8.7164624	4.2660013	0.0052254	0.0053886	-10.356
3505000	157.7877403	96.5995776	85.7578534	82.0318627	64.2376313	22.1732176	10.0799162	5.2758188	0.0052943	0.0153729	-11.046
3510000	155.4626368	93.2883751	81.7781149	79.6781252	61.6978389	22.5106974	8.4836331	4.4120729	0.0030453	0.0046646	-5.236
3515000	154.2769116	93.3161158	77.5830326	75.5139835	63.9893164	23.6978650	9.0465424	4.4589968	0.0046991	0.0079231	-11.942
3520000	162.7082842	100.3116328	86.8970311	84.4579290	61.1908042	26.7593560	10.2985606	5.2211031	0.0040983	0.0089376	-6.721
3525000	153.0700112	100.1293300	81.9244422	79.1174833	60.9662943	21.3900857	8.5285735	3.8577201	0.0077375	0.0078810	-6.170
3530000	164.3030743	101.6774087	84.2560398	81.0753739	63.1531335	25.1428171	11.4190517	6.3234261	0.0061233	0.0109836	-10.905
3535000	154.7352085	91.1743309	77.3151103	74.3398657	58.3444911	23.9093127	10.7127637	5.4018785	0.0043713	0.0089814	-6.261
3540000	167.5226951	95.9197339	81.4754292	78.2020680	59.9522334	24.8940155	10.9992156	5.8542196	0.0021409	0.0074194	-7.089
3545000	163.2844363	97.6348455	84.0319689	81.0350992	60.6537947	25.9673447	11.5145102	5.4430756	0.0079222	0.0068371	-13.363
3550000	160.4421814	96.8741846	83.9121331	80.6150210	60.5340987	23.4050738	10.6687875	4.5780533	0.0036265	0.0054220	-6.525
3555000	158.9474917	92.9082162	81.9060560	79.2250970	62.9087320	21.9272472	9.4489501	4.7518733	0.0034265	0.0033909	-11.362
3560000	151.5129995	95.0149999	82.3345065	79.9263918	59.5711996	21.2922279	8.6810326	4.7489438	0.0034971	0.0035870	-8.042
3565000	159.2964941	98.3964455	88.6452886	86.1562766	66.0979527	24.3667800	10.3028780	5.0343325	0.0031551	0.0098505	-6.115
3570000	161.9330296	95.2145221	84.5491991	81.3751528	64.9761488	22.0394578	8.5371205	4.6514799	0.0065242	0.0048134	-10.049
3575000	161.3201342	100.4338326	86.6034937	83.3161416	60.7719509	23.5453651	10.1228532	4.8680417	0.0047403	0.0073513	-6.535
3580000	160.7395144	96.7716273	84.7349414	82.6676517	62.6383911	24.6149401	9.3931215	4.8150364	0.0094873	0.0064881	-8.110
3585000	154.2832855	94.6449653	85.8218634	83.7709129	64.5249904	24.0407819	9.4927618	4.8480810	0.0052272	0.0098155	-6.886
3590000	157.2784882	93.3624552	85.4497978	83.9078154	58.4698812	22.7783292	10.3194508	5.6238403	0.0114489	0.0210592	-6.467
3595000	164.9630478	98.5014770	83.7153301	80.6783798	60.2570468	26.4842457	10.6498119	5.2588678	0.0126099	0.0053882	-6.164
3600000	166.4145652	92.5193367	82.0332577	79.7317476	62.0126020	22.5417336	8.8633077	4.9052013	0.0048947	0.0027486	-9.959
3605000	156.5171835	99.9526486	89.4766172	86.9019847	65.2036662	21.6488189	10.0640943	5.1566437	0.0047462	0.0043047	-7.105
3610000	161.7666207	97.9728472	84.2814114	81.6890307	61.1498385	23.2358994	9.9298740	4.9544362	0.0035511	0.0058764	-6.829
3615000	156.5940956	92.5192504	81.6070948	79.5831316	65.1245398	26.2241610	9.9102360	5.0059498	0.0036526	0.0054385	-6.560
3620000	165.9081876	93.2560866	77.2963623	74.9832774	58.8537125	23.1942532	8.4767231	4.2823564	0.0059505	0.0063694	-9.098
3625000	149.9454867	93.0488865	82.6993121	80.5902133	64.3541751	23.8033721	10.3499617	4.8876013	0.0054864	0.0053629	-10.426
3630000	156.8803141	99.9414321	89.1142722	86.4273355	64.8497680	25.7485271	12.1796004	6.7166041	0.0043628	0.0062034	-5.191
3635000	166.0911836	97.0552672	84.2703030	81.8447519	64.2857950	22.8036703	10.3613091	5.8645755	0.0046740	0.0062749	-9.037
3640000	150.6686656	95.6865251	85.9818126	83.8417330	65.5880991	23.2605827	10.7063806	5.3293696	0.0062161	0.0027605	-3.767
3645000	153.1937782	96.1209627	84.4105809	81.4805153	60.9495018	21.7208668	9.3582539	4.3580973	0.0027292	0.0060257	-8.446
3650000	162.5711597	92.6992563	80.6204622	78.1566693	58.6883475	22.2381010	11.4381023	5.6243268	0.0080098	0.0067369	-4.629
3655000	153.2184064	92.9429188	80.2433630	76.3280127	60.9767701	27.4454833	14.1599216	7.7099128	0.0119402	0.0202483	-4.033
3660000	163.4054023	92.0950292	82.4300608	80.7659498	64.6455041	27.7926771	12.4778371	6.8419230	0.0033298	0.0050522	-13.045
3665000	166.4510179	95.2957867	81.0599418	78.1910612	63.6320388	23.4728299	10.5121693	5.3376809	0.0025636	0.0095551	-10.891
3670000	160.6563115	95.6094012	85.7380853	83.4933940	62.0122893	28.3767186	13.3394245	6.7722598	0.0089920	0.0091490	-5.408
3675000	149.8216292	94.0345085	82.2524338	79.4679315	63.3910605	26.6511665	13.4434918	7.9859767	0.0032393	0.0074701	-5.909
3680000	155.1514942	96.5764122	86.2698363	83.5441028	62.5154953	23.5991450	9.8219066	5.0938217	0.0024450	0.0025664	-10.778
3685000	150.4697058	99.7400882	84.4609808	81.5408658	63.9630837	25.7906981	9.9977476	5.1332101	0.0049938	0.0044807	-7.731
3690000	164.6112154	94.7194191	84.3208392	81.3686218	61.7084103	23.8482594	9.5037847	5.1071622	0.0042107	0.0039946	-2.663
3695000	157.8563122	101.8686795	84.4195310	81.0426130	65.4767556	26.4505732	9.3437931	5.4943438	0.0017572	0.0155088	-5.049
3700000	151.2120145	92.4532408	83.0535859	80.9077498	62.3454300	26.7305622	12.0443070	5.4187401	0.0030212	0.0100904	-4.888
3705000	152.1392556	97.3366612	88.0837250	85.8645829	64.2864592	22.5679179	10.1381355	4.9926062	0.0045676	0.0052138	-7.945
3710000	165.8360156	97.1136155	86.4804162	83.7856422	60.1879413	22.2174545	9.2587364	4.8139133	0.0038275	0.0024697	-6.528
3715000	153.3227144	100.0764404	86.6294787	83.8854630	63.9087433	21.6890528	10.8649767	5.2532722	0.0036437	0.0058386	-4.482
3720000	157.0216490	100.4377706	87.5939798	84.8813712	66.2344906	22.7780777	9.5078508	4.7307148	0.0022025	0.0019146	-5.611
3725000	162.3203100	93.2783159	84.1466627	81.8836373	61.9866237	21.1515449	11.9932212	7.1964913	0.0020184	0.0121590	-9.846
3730000	163.5250950	99.9129551	84.4033217	81.8468242	64.5720331	23.5138170	11.4428256	6.3984123	0.0041090	0.0052042	-8.739
3735000	154.9726523	93.3684599	84.5114625	82.1096154	64.1000872	25.0604637	14.0720948	9.0221138	0.0063930	0.0130952	-4.663
3740000	152.8596160	94.9429635	85.3914897	83.3433546	61.8657087	23.6719316	11.8495935	6.6605418	0.0029221	0.0094412	-6.013
3745000	157.9251199	96.6853599	84.8971425	82.3566186	61.9018625	24.1113500	11.4039290	5.4869324	0.0078173	0.0116873	-5.391
3750000	162.2346173	93.3661132	82.4800249	80.0178823	59.4642634	22.4353629	9.6205123	5.1254039	0.0052910	0.0059591	-7.244
3755000	159.3544255	94.4786532	83.5797400	81.2986680	62.4816338	22.9421587	11.6696612	5.9872301	0.0045103	0.0047155	-9.204
3760000	163.4276249	91.3457468	78.9972610	76.1926779	58.8090906	21.7905188	10.0213005	5.5976666	0.0060429	0.0033958	-10.480
3765000	166.8655103	93.3915913	83.9264455	81.5350457	63.8783359	23.0093004	10.2916314	5.1497989	0.0027088	0.0084036	-11.254
3770000	150.9594103	96.4386181	80.6435358	78.4820986	64.4223620	21.7199098	9.5233399	5.0216808	0.0054232	0.0137063	-5.690
3775000	160.0917798	101.7684502	85.4894051	82.6695324	62.4639245	27.9987697	9.1487028	4.3715105	0.0023975	0.0068516	-7.216
3780000	166.4530931	95.8252185	86.6735950	83.8715243	62.1631949	22.1115979	8.7313330	3.9320836	0.0037593	0.0034375	-6.903
3785000	161.3844860	99.0560234	87.2500059	84.3598717	64.5298991	22.1107615	10.6323724	5.7756888	0.0062584	0.0045487	-10.135
3790000	158.5072017	98.4616545	83.4840842	81.0571586	60.7536178	24.2200714	8.8194990	4.6795637	0.0060513	0.0094687	-13.749
3795000	164.4757698	99.2135171	85.2518713	80.8677815	61.7175982	21.6852013	11.0509713	6.3255298	0.0065380	0.0091025	-5.657
3800000	160.0661414	96.9507224	82.3347752	80.0334197	60.1728050	24.8294665	9.3311544	4.5944796	0.0129000	0.0071686	-4.082
3805000	156.3131130	97.2516518	84.6399628	82.0547484	64.4889129	22.3999352	8.3820229	4.2639865	0.0106636	0.0062511	-4.683
3810000	160.3769253	96.3420468	87.3597299	85.1048218	64.7501398	21.5614864	9.2014565	4.2809007	0.0047980	0.0066485	-6.346
3815000	154.9727691	96.5483265	86.1846967	84.0355795	59.0349152	21.5151169	10.2905022	5.1407874	0.0139140	0.0085426	-6.560
3820000	163.7428484	100.4682753	90.4931927	87.5708532	62.1094999	24.6173553	11.4350202	6.2489609	0.0092660	0.0092231	-4.986
3825000	158.7928939	92.2669929	82.9259511	81.1593143	63.1293779	21.6798843	8.7451648	4.5057252	0.0060492	0.0051093	-8.728
3830000	158.3163500	101.9515726	85.8762504	82.6915793	61.2914686	23.2259166	10.0192894	4.9695337	0.0042931	0.0037967	-8.645
3835000	164.7516954	91.5172046	83.3851375	81.6711454	64.4831455	27.4552470	11.0907590	5.3646397	0.0055119	0.0060676	-7.538
3840000	163.5207401	93.9286054	83.5525498	81.1529138	59.6063667	22.7800975	10.8848523	5.0356144	0.0061429	0.0126641	-3.954
3845000	156.7419844	100.0133528	88.5631197	86.2382178	63.8417610	29.2435907	9.6700071	5.2353565	0.0030550	0.0068042	-6.699
3850000	157.9250255	100.6243657	86.3719221	83.3075508	65.5051227	21.4922210	7.9372693	3.9521713	0.0065839	0.0039772	-5.213
3855000	163.9413983	98.0414463	84.5194423	81.2313154	59.1684870	22.5280508	11.3374032	5.0436575	0.0049841	0.0088400	-7.571
3860000	153.8897262	91.8294627	81.7449407	79.3107058	61.9662362	21.9285279	9.6965267	5.2898239	0.0049950	0.0064430	-5.807
3865000	163.1648677	95.9170108	84.9078785	82.4907011	64.9595045	23.2071033	10.0669993	4.6753446	0.0153269	0.0130862	-4.444
3870000	148.7534676	101.6162962	90.6514899	88.4456803	66.2260993	22.7684526	10.8084555	5.8008037	0.0121901	0.0049736	-12.283
3875000	163.0442202	102.1023155	85.0864582	81.5225026	60.1070329	21.8672159	9.0573984	4.1822480	0.0058241	0.0054625	-8.154
3880000	163.4582523	95.9356814	85.2158667	82.2051649	61.3574016	21.9343794	8.5781453	4.7409409	0.0035364	0.0034281	-6.723
3885000	153.6193717	97.1717683	87.0980194	84.2975527	61.0032290	22.3573106	11.4934532	5.4399016	0.0052303	0.0090706	-9.555
3890000	153.0800046	101.3590922	89.1728028	86.3716201	63.8077001	23.5454330	9.3662876	4.3938582	0.0033703	0.0036169	-10.858
3895000	153.8492350	100.4822895	92.3898226	89.2244472	65.9255104	26.1894097	8.7310848	4.7950168	0.0039379	0.0078664	-11.344
3900000	150.9971265	92.2258142	82.7395701	80.9212593	62.9538021	24.4078992	8.7717508	4.0753985	0.0239398	0.0126995	-2.993
3905000	162.6446689	99.0669254	86.0532111	82.6927072	65.6863833	25.3940381	9.6555401	4.8313780	0.0025059	0.0110417	-8.103
3910000	157.8572079	99.6667798	85.1656470	81.1029261	64.3395467	22.2206867	8.1157392	4.6537348	0.0092619	0.0123712	-9.591
3915000	162.3186849	102.1047075	89.3685163	86.2083521	64.2071949	20.9979044	9.6517435	5.2256023	0.0023863	0.0031333	-7.385
3920000	154.9158614	96.1998880	85.7204984	82.8640261	64.9966543	22.5969251	10.6202838	5.4683188	0.0043808	0.0068692	-6.257
3925000	155.9213741	93.4129457	78.3891476	75.2207015	58.6274364	22.4018784	9.9404191	5.4504259	0.0064751	0.0113172	-7.395
3930000	160.0988788	90.9202821	77.1186327	74.3896981	59.8225557	22.1542742	10.0864518	5.3606653	0.0062737	0.0045578	-7.022
3935000	165.8094202	97.5875359	88.1927411	85.7595651	64.7434341	23.3267166	11.4437906	6.1738757	0.0067182	0.0061029	-9.186
3940000	162.9822949	93.5846714	84.4043051	81.7817134	62.5777178	22.5180460	10.7756086	6.1945701	0.0063039	0.0064486	-10.659
3945000	164.8179170	93.0694987	83.1472963	80.2363417	58.3841493	24.1798673	11.7624961	5.7685927	0.0034554	0.0070998	-7.102
3950000	165.3554878	98.9770161	86.4091005	84.2949618	61.0073097	24.2454920	13.1956119	7.3057253	0.0044956	0.0084832	-10.836
3955000	166.1312431	100.6498118	91.2770875	88.3789978	65.2666402	27.9511608	14.0912632	7.3058525	0.0053007	0.0066481	-7.117
3960000	151.3993305	102.0163709	90.1635844	87.5664482	65.6651438	27.5913355	13.8623195	7.6746771	0.0057217	0.0040521	-3.963
3965000	151.5993039	100.7197520	87.8898381	85.0774160	62.7353486	23.6905784	9.6038236	5.3725397	0.0133032	0.0082502	-3.027
3970000	161.1033469	92.8146732	84.6526788	82.8048785	64.1394400	25.6024050	8.4500594	4.4238411	0.0057489	0.0054340	-13.632
3975000	160.0324428	103.1266754	81.6618843	78.1593295	64.5942909	23.9775588	9.1964604	5.9621064	0.0095450	0.0128819	-7.507
3980000	163.2363625	93.8005190	83.5635649	81.1607125	63.3476020	21.5803248	8.3609398	4.5167329	0.0034333	0.0037505	-10.458
3985000	164.8764574	100.3831952	87.0657928	83.7861882	64.0831896	26.5288662	10.0786845	5.5110800	0.0022783	0.0041328	-5.493
3990000	157.8897912	94.7268198	82.4649951	79.4815152	61.1600643	21.8758010	9.2046101	5.2798048	0.0062781	0.0066862	-8.255
3995000	158.8338648	94.4828937	83.5497640	81.4044758	62.6400644	25.0270998	8.2533361	4.4151829	0.0289499	0.0252088	-8.665
4000000	152.4789604	92.2906167	83.4412870	81.0083570	63.5893981	25.4310717	10.4724295	4.6697288	0.0021179	0.0130369	-11.012
4005000	152.1210439	91.3375185	76.6503638	74.7414975	62.6137729	25.8246213	10.1017834	6.3015907	0.0082095	0.0113104	-12.283
4010000	158.0465564	91.9256672	81.5104597	79.9527982	64.3682223	23.3240810	13.7361784	8.7720204	0.0027874	0.0196509	-6.658
