Gen	t_n10	t_n11	t_n12	t_n13	t_n14	t_n15	t_n16	t_n17	mu	sigma2	lnL
49815000	151.7352988	99.2645751	88.0549849	85.2713371	65.6544508	22.2750920	8.8552222	4.5625886	0.0034421	0.0031906	-3.792
49820000	156.4279145	97.1276994	82.7465458	80.2271332	63.4945413	22.4991805	9.3078373	4.9533647	0.0030920	0.0041700	-5.501
49825000	149.2787353	99.6516401	88.6983336	86.4268521	62.1555214	21.4642324	8.2002035	4.2108654	0.0053280	0.0042007	-6.700
49830000	149.9019693	92.0168122	81.4052772	79.5026497	65.2986994	21.3530566	8.3728802	4.1498694	0.0053657	0.0124834	-5.935
49835000	159.1619939	101.5215089	88.5237718	85.6678570	65.8503002	23.9593482	10.2263079	5.8734082	0.0033711	0.0050557	-8.207
49840000	162.5600916	96.7617389	88.1951693	85.9886751	58.9553698	21.9493858	9.7214882	5.7027363	0.0219007	0.0194935	-3.872
49845000	155.2599492	100.1855913	87.3320440	84.8639602	62.7467416	21.7313784	8.3869971	4.4475187	0.0019955	0.0038695	-8.869
49850000	152.0242877	98.3529070	90.1081067	87.3565804	62.4585681	26.4600984	8.8716950	4.4868198	0.0199078	0.0139236	-6.074
49855000	165.5074961	92.6384602	82.6737058	80.2506710	64.2914412	21.8787500	8.0652456	3.7239338	0.0033723	0.0131632	-5.599
49860000	165.2162324	101.0739308	83.8411146	80.0700662	58.0890829	24.7366424	8.0826316	4.0399533	0.0026797	0.0050069	-5.904
49865000	163.7636073	90.6920612	78.4221197	75.8986330	59.9552660	22.1272870	10.0083506	5.2077011	0.0071599	0.0079145	-13.748
49870000	163.6073774	99.5418294	87.2174609	84.3193086	66.0511616	23.8072615	15.2587022	9.0422130	0.0147406	0.0207478	-6.867
49875000	149.7328451	92.1783074	80.0455744	78.1469886	61.1298394	23.8330814	11.7834075	7.5489737	0.0052559	0.0143314	-10.418
49880000	154.9743336	97.4554163	84.4222834	81.2565938	62.7705669	24.0104734	9.9141247	5.5027189	0.0028604	0.0042477	-6.249
49885000	160.0997400	96.2984581	85.5430452	82.5917065	61.2996538	25.5499050	11.7591051	5.6306265	0.0052882	0.0103651	-15.472
49890000	158.0389933	95.6329709	85.4933592	83.1573338	62.9707669	23.0317177	8.7384754	4.3534969	0.0133151	0.0058125	-7.135
49895000	165.1756454	97.6298720	85.8509531	82.9781922	58.8061928	21.7344296	8.9683085	4.6418186	0.0050869	0.0039078	-8.130
49900000	155.2860968	94.3621127	84.3766655	81.6689959	59.1413783	24.6431190	12.0766158	6.6924127	0.0082949	0.0099979	-5.665
49905000	154.6318918	98.2455187	86.9127216	84.6371151	63.7415705	27.6843689	15.4407854	8.0078257	0.0072430	0.0053688	-6.510
49910000	165.5820329	99.4437142	86.9188263	83.6971226	60.7023200	28.6267095	15.4654373	9.8568213	0.0034904	0.0071351	-8.086
49915000	157.4389486	97.2814771	77.6664703	74.1881868	57.8606739	26.0107779	13.0963978	6.3243863	0.0103081	0.0128191	-6.099
49920000	167.3262620	93.8562262	79.6659092	76.0344256	61.0460191	26.1455446	13.7754968	8.5527145	0.0037025	0.0107212	-6.063
49925000	150.8473632	93.5173760	82.9633499	80.3707612	63.9365965	23.7145624	10.2986943	5.5992237	0.0023138	0.0043520	-6.676
49930000	160.5212698	95.3137533	87.3605522	85.1292792	65.7687606	25.3540995	14.7919881	8.1473716	0.0081504	0.0071271	-7.508
49935000	165.5643735	95.3331618	83.0671007	80.9854779	63.9109593	23.7155399	11.8272314	6.1671234	0.0128126	0.0058174	-7.274
49940000	162.2947477	97.0510573	80.4630663	77.0921991	60.3399041	23.7088751	11.9509687	5.8085234	0.0122771	0.0061764	-8.813
49945000	166.4530744	96.2012933	87.0851839	84.7935380	61.4068562	22.6824858	9.1853048	4.5382724	0.0024866	0.0043749	-6.386
49950000	157.1059718	101.7938737	87.2196113	84.2592315	64.3230588	21.8576447	10.0979124	5.4655984	0.0033950	0.0053202	-6.719
49955000	159.4878497	98.6615279	85.7030600	82.8219619	64.4724082	21.2608475	9.6853008	4.9091516	0.0036800	0.0030454	-13.643
49960000	161.3556877	99.2173223	87.7787351	85.1795186	64.6956862	21.9165033	9.0835577	4.1628636	0.0066119	0.0081691	-5.603
49965000	151.6433952	90.5407530	82.7274451	80.8354572	66.3569423	24.0404262	9.0197957	4.8763547	0.0105784	0.0173579	-6.755
49970000	158.4715919	91.5187090	82.0327139	79.1928253	61.5005215	21.4336958	9.2012669	4.6296549	0.0195885	0.0091903	-8.635
49975000	159.8014593	92.4956677	81.2569587	79.3154040	63.2815573	21.0322818	9.1271313	4.0951285	0.0049599	0.0046636	-6.216
49980000	154.5119649	91.4131579	80.5093265	78.6048027	65.7594378	22.2812489	8.6305411	4.0455366	0.0084428	0.0058240	-5.737
49985000	149.9947831	98.0160523	86.3752137	84.1026203	64.2046456	25.2232399	10.9203535	5.6749477	0.0039674	0.0119604	-13.307
49990000	155.0903426	96.3688844	85.7740890	83.2711279	63.7215471	24.5877552	11.6451281	5.8685110	0.0111599	0.0084428	-8.138
49995000	157.9995267	97.3022963	81.5611866	78.7918181	60.3571533	21.4616464	10.8293689	5.7654099	0.0101613	0.0058798	-7.457
50000000	159.0284982	96.2237073	76.7295167	74.2644853	59.5219095	25.9276083	11.7409649	6.8224411	0.0062188	0.0140546	-12.272
50005000	156.9706917	95.7052526	85.7955569	83.3297868	61.2939467	27.5251206	11.5915641	6.3021034	0.0065658	0.0055281	-10.034
50010000	152.2099339	93.9195102	85.9181544	83.4070588	62.9216642	25.4002785	11.2615927	6.9297457	0.0323118	0.0207241	-8.396
50015000	162.0881240	99.1003779	89.4706018	87.3063972	59.9932986	23.0859216	11.2242769	5.7811999	0.0109061	0.0117628	-7.467
50020000	151.5908309	97.5405719	88.7977573	86.5067825	61.4407619	21.5774963	8.3366471	4.4952417	0.0096997	0.0142446	-9.004
50025000	149.7072112	94.2584021	84.5152270	82.3570546	63.1753567	24.4434576	10.4981942	6.1667682	0.0146742	0.0087070	-8.529
50030000	166.8858736	98.6197413	89.2768545	85.2886509	65.7990552	22.5068417	10.2049334	3.5815722	0.0096168	0.0242252	-8.469
50035000	152.4037101	91.3185810	82.5522427	80.3276590	65.5886219	21.8210654	7.2404193	4.0424160	0.0330923	0.0172237	-8.230
50040000	165.1728311	100.8461852	87.1142855	84.4729662	62.8953348	21.6659480	8.9133623	4.6245743	0.0032330	0.0037510	-5.838
50045000	158.6276816	90.8651090	81.1353787	78.9049768	63.0909066	25.4785338	11.6994070	5.9300964	0.0025908	0.0043251	-10.191
50050000	162.4480223	97.0253285	81.5577606	78.3901388	59.6861174	21.3188588	8.1616392	4.6719895	0.0088596	0.0052101	-8.758
50055000	164.7352888	94.5238862	82.7941472	79.6506409	60.0980858	22.1646506	6.6603698	3.2819624	0.0027170	0.0052904	-8.861
50060000	159.1893837	102.3487016	86.8697698	83.5989271	61.9412268	22.6688740	6.7635373	3.2868088	0.0155015	0.0118539	-12.608
50065000	155.3232422	101.3605653	93.6437376	92.0206896	61.5264507	25.2653297	7.0221384	3.3597675	0.0084054	0.0105557	-8.553
50070000	153.9298510	97.2772859	84.2374082	82.2364383	63.3777148	20.9378851	8.4962069	4.1777252	0.0055089	0.0035044	-14.059
50075000	157.4105388	91.6234050	81.3832099	79.7221370	64.0006157	21.7746158	7.2243480	3.8325507	0.0039336	0.0048335	-12.110
